Location,Permission,Facilitated by,Dive_Site,Transect,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy
Kadavu,Soso,FLMMA/Matava,Soso1,KAD_SO1_Transect 3,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593
Kadavu,Soso,FLMMA/Matava,Soso1,KAD_SO1_Transect 4,-19.050175,178.2953433,Outer Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,Part,4.56,2005,Inner Reef Flat,49807,0.446554663,0.571159059,0,0,0.731278505,0.546459566,0.382575299,Sediments,Melanesia,non-refugia,0.511425537,450.3673286,0,0,36.69154358,0.000232939,-0.06438,-0.5281,0.11545,-0.13044,-0.54189,-0.27593
Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 1,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 2,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 3,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 4,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 5,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 1,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 2,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 3,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 4,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 1,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 2,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 3,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 4,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 5,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966
Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 1,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116
Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 2,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116
Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 3,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116
Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 4,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,CoralGarden,Lau_Totoya_BT_Transect 1,-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,Sediments,Melanesia,non-refugia,0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,CoralGarden,Lau_Totoya_BT_Transect 2,-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,Sediments,Melanesia,non-refugia,0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,CoralGarden,Lau_Totoya_BT_Transect 3,-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,Sediments,Melanesia,non-refugia,0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,CoralGarden,Lau_Totoya_BT_Transect 4,-19.00218046,-179.8781898,NA,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,49692,0.06399955,0.492362078,0,0,0.732915257,0.629447423,0.319787385,Sediments,Melanesia,non-refugia,0.009458145,163.7047529,0,0,37.5112648,0.002929408,-0.07671,-0.89297,0.15016,-0.55246,-0.42444,0.19743
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,ReefCorner,Lau_Totoya_Joe_Transect 1,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,ReefCorner,Lau_Totoya_Joe_Transect 2,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,ReefCorner,Lau_Totoya_Joe_Transect 3,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,ReefCorner,Lau_Totoya_Joe_Transect 4,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
Totoya,Totoya,Fijian LMMA/Captain Cook Cruises,ReefCorner,Lau_Totoya_Joe_Transect 5,-18.99945678,-179.8721369,Back Reef Slope,10.61112,863.71924,-192.91789,qoliqoli,2010-2014,None,0,None,Back Reef Slope,49640,0.063699875,0.571268957,0,0,0,0,0.105828139,Coastal pop,Melanesia,non-refugia,0.009359818,450.8471918,0,0,0,0,-0.07258,-0.84888,0.15274,-0.49148,-0.42444,0.18083
VanuaBalavu,Daliconi,Fijian LMMA/Captain Cook Cruises,VBBay,Lau_VanuaBalavu_Transect 1,-17.20382191,-178.9734533,Back Reef Slope,0.4948923,42.277264,12.657234,Locally Managed Marine Area,Non-Adopter,Part,4.66,2007,Back Reef Slope,47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,Tourism,Melanesia,refugia,0.000403359,1178.724392,0,34,26.18201828,0.000429278,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336
VanuaBalavu,Daliconi,Fijian LMMA/Captain Cook Cruises,VBBay,Lau_VanuaBalavu_Transect 2,-17.20382191,-178.9734533,Back Reef Slope,0.4948923,42.277264,12.657234,Locally Managed Marine Area,Non-Adopter,Part,4.66,2007,Back Reef Slope,47764,0.013279392,0.663968056,0,0.759029966,0.704097396,0.562544912,0.45048662,Tourism,Melanesia,refugia,0.000403359,1178.724392,0,34,26.18201828,0.000429278,0.0396,-0.12626,0.23237,0.09724,0.7605,0.07336
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,AliceWonderland,WAI_ALI_Transect 1,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,AliceWonderland,WAI_ALI_Transect 2,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,AliceWonderland,WAI_ALI_Transect 3,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,AliceWonderland,WAI_ALI_Transect 4,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,AliceWonderland,WAI_ALI_Transect 5,-16.82817665,179.1878434,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,GoldenNuggets,SAV_GNU_Transect 4,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,GoldenNuggets,SAV_GNU_Transect 5,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,GoldenNuggets,SAV_GNU_Transect 6,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,GoldenNuggets,SAV_GNU_Transect 7,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,GoldenNuggets,SAV_GNU_Transect 8,-16.82430488,179.2706002,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Deep Lagoon,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,MysteryReef,WAI_MYS_Transect 1,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,MysteryReef,WAI_MYS_Transect 2,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,MysteryReef,WAI_MYS_Transect 3,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,MysteryReef,WAI_MYS_transect 4,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/CousteuDive,MysteryReef,WAI_MYS_Transect 5,-16.82181319,179.1888587,NA,2.4705825,181.01839,84.630943,qoliqoli,2010-2014,None,0,None,Outer Reef Flat,47272,0.40875803,0.389497399,0,0.666660561,0.761641165,0.591399038,0.469659366,Sediments,Melanesia,refugia,0.41026912,20.42838669,0,1,52.88097382,0.001066607,0.03692,-0.06416,0.21814,-0.10596,0.76408,-0.02734
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,SplitRock,SAV_SLR_Transect 1,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,SplitRock,SAV_SLR_Transect 2,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,SplitRock,SAV_SLR_Transect 3,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,SplitRock,SAV_SLR_Transect 4,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
VanuaLevu,Savusavu,Bua Provincial Councial/KorosunDive,SplitRock,SAV_SLR_Transect 5,-16.80662252,179.2922599,NA,3.6456804,289.92941,140.46001,Locally Managed Marine Area,2005-2009,Part,20.6,2004,Sheltered Reef Slope,47273,0.382892248,0.858634332,0.998223313,0.865429702,0.794854348,0.642768964,0.757133818,Industrial dev,Melanesia,refugia,0.353583294,7645.003204,2,306,79.11255646,0.004097039,0.02434,-0.10809,0.22032,0.16556,0.38748,-0.02834
Yasawa,Muaira,Barefoot Manta,Vuvui,YA_VUI_Transect 1,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,Vuvui,YA_VUI_Transect 2,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,Vuvui,YA_VUI_Transect 3,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,Vuvui,YA_VUI_Transect 4,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,Vuvui,YA_VUI_Transect 5,-17.19002182,177.1993791,Terrestrial Reef Flat,0.072848953,10.474944,-5.7781749,qoliqoli,Non-Adopter,None,0,,Terrestrial Reef Flat,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,MantaChannel,YA_MAC_Transect 1,-17.1716061,177.1884218,NA,0.063202888,8.5026398,-0.33094046,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
Yasawa,Muaira,Barefoot Manta,MantaChannel,YA_MAC_Transect 2,-17.1716061,177.1884218,NA,0.063202888,8.5026398,-0.33094046,qoliqoli,Non-Adopter,None,0,None,Sheltered Reef Slope,47746,0.470154146,0.587112609,0,0.92371236,0.580678976,0.561052457,0.520451758,Tourism,Melanesia,non-refugia,0.585998662,540.2162622,0,1217,3.152070761,0.000401614,-0.00432,-0.26223,0.18872,-0.287,0.28977,-0.11919
