Filename,Frame,Time (mins),Period,Period time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Family,Genus,Species,Code,Number,Stage,Activity,Comment,,
GX010029_L.MP4,45690,25.4087,KAD_SO1_Transect 1,1.4531,,18.492,1.829,5773.665,12.976,,,-1294.928,58.249,-5626.276,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,45690,25.4087,KAD_SO1_Transect 1,1.4531,,13.964,7.314,4989.355,21.957,,,1762.212,609.675,-4627.804,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX010029_L.MP4,45690,25.4087,KAD_SO1_Transect 1,1.4531,,11.792,4.866,4497.634,18.087,,,1316.14,463.812,-4275.671,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX010029_L.MP4,45690,25.4087,KAD_SO1_Transect 1,1.4531,,9.571,7.16,3991.765,8.678,,,504.956,325.986,-3946.257,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX010029_L.MP4,45786,25.4621,KAD_SO1_Transect 1,1.5065,62.863,6.172,4.529,2143.766,6.28,43.923,14.067,-207.693,-108.906,-2130.9,KAD_SO1,Peter,Pomacanthidae,Centropyge,flavissima,37365026,1,AD,Passing,,,
GX010029_L.MP4,45809,25.4749,KAD_SO1_Transect 1,1.5193,,10.623,6.419,4576.967,23.787,,,-1845.569,-46.546,-4188.118,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,45832,25.4877,KAD_SO1_Transect 1,1.5321,99.245,3.646,0.535,2560.681,16.36,1.827,3.117,-651.596,-309.316,-2456.997,KAD_SO1,Peter,Scaridae,Scarus,sp,,1,AD,Passing,,,
GX010029_L.MP4,45857,25.5016,KAD_SO1_Transect 1,1.546,61.971,2.612,4.577,1865.044,19.252,20.452,29.777,-482.594,-381.147,-1760.744,KAD_SO1,Peter,Pomacentridae,Neoglyphidodon,carlsoni,temp_code_008,1,AD,Passing,,,
GX010029_L.MP4,46068,25.6189,KAD_SO1_Transect 1,1.6633,135.195,8.284,4.173,3865.822,15.113,10.659,4.43,-884.193,-483.855,-3732.113,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46068,25.6189,KAD_SO1_Transect 1,1.6633,,7.72,5.133,3935.013,30.14,,,1956.551,-277.443,-3402.831,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46068,25.6189,KAD_SO1_Transect 1,1.6633,,9.426,2.459,4117.604,20.933,,,-1351.467,-583.368,-3845.501,KAD_SO1,Peter,Pomacentridae,Neoglyphidodon,carlsoni,temp_code_008,1,AD,Passing,,,
GX010029_L.MP4,46081,25.6262,KAD_SO1_Transect 1,1.6706,,8.879,4.562,4208.873,30.37,,,2076.013,-469.289,-3631.054,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46081,25.6262,KAD_SO1_Transect 1,1.6706,,5.814,3.563,3038.834,18.29,,,475.673,-828.275,-2884.823,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX010029_L.MP4,46099,25.6362,KAD_SO1_Transect 1,1.6806,131.299,11.769,2.806,3045.675,28.486,77.132,3.42,1379.487,-455.117,-2676.942,KAD_SO1,Peter,Pomacentridae,Neoglyphidodon,carlsoni,temp_code_008,1,AD,Passing,,,
GX010029_L.MP4,46115,25.6451,KAD_SO1_Transect 1,1.6895,178.213,9.636,8.934,4334.906,21.181,6.83,20.967,-1231.638,-967.559,-4042.067,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX010029_L.MP4,46151,25.6651,KAD_SO1_Transect 1,1.7095,116.628,9.433,6.599,3362.891,26.598,23.16,0.585,1494.077,-186.607,-3006.983,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46156,25.6679,KAD_SO1_Transect 1,1.7123,117.27,5.623,3.676,2833.996,7.482,19.108,13.129,202.169,-308.72,-2809.867,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46166,25.6734,KAD_SO1_Transect 1,1.7178,131.981,10.887,5.648,2678.746,9.172,50.958,2.49,-105.797,-413.692,-2644.494,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46166,25.6734,KAD_SO1_Transect 1,1.7178,119.525,11.381,4.19,3241.363,16.374,34.497,0.955,850.567,-333.834,-3109.908,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46166,25.6734,KAD_SO1_Transect 1,1.7178,115.224,9.362,2.233,3182.635,12.217,28.133,12.518,-614.209,-276.306,-3110.557,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46166,25.6734,KAD_SO1_Transect 1,1.7178,,9.727,2.529,4045.825,10.957,,,-609.041,-471.847,-3971.792,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX010029_L.MP4,46166,25.6734,KAD_SO1_Transect 1,1.7178,,9.605,2.939,4023.728,8.598,,,-420.587,-432.431,-3978.253,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX010029_L.MP4,46191,25.6873,KAD_SO1_Transect 1,1.7317,,4.159,14.477,2755.846,28.331,,,-1130.699,-658.666,-2425.359,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46207,25.6962,KAD_SO1_Transect 1,1.7406,193.501,13.986,8.197,3313.747,27.19,86.128,7.834,-1423.206,-516.989,-2947.563,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46265,25.7285,KAD_SO1_Transect 1,1.7729,112.692,9.332,6.614,3544.809,25.469,21.356,14.608,-1442.579,-492.555,-3200.316,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46265,25.7285,KAD_SO1_Transect 1,1.7729,120.701,11.986,6.553,2935.053,22.891,77.088,11.644,-1060.349,-423.222,-2703.901,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX010029_L.MP4,46277,25.7352,KAD_SO1_Transect 1,1.7796,,10.39,7.876,4458.678,27.049,,,-1811.161,-913.844,-3970.44,KAD_SO1,Peter,Chaetodontidae,Chaetodon,citrinellus,37365036,1,AD,Passing,,,
GX010029_L.MP4,46282,25.7379,KAD_SO1_Transect 1,1.7823,,11.624,8.704,4712.673,25.131,,,-1857.918,-746.596,-4266.148,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46282,25.7379,KAD_SO1_Transect 1,1.7823,,7.374,17.028,3749.785,27.339,,,-1564.59,-721.484,-3330.526,KAD_SO1,Peter,Scaridae,Scarus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46296,25.7457,KAD_SO1_Transect 1,1.7901,,11.885,12.626,4923.157,31.123,,,-2331.834,-1021.157,-4213.937,KAD_SO1,Peter,Scaridae,Scarus,dimidiatus,37386013,1,AD,Passing,,,
GX010029_L.MP4,46300,25.7479,KAD_SO1_Transect 1,1.7923,404.829,30.493,7.186,5067.353,29.648,86.65,4.113,-2367.445,-823.827,-4403.927,KAD_SO1,Peter,Lethrinidae,Monotaxis,grandoculis,37351026,1,AD,Passing,,,
GX010029_L.MP4,46394,25.8002,KAD_SO1_Transect 1,1.8446,170.926,14.636,6.687,3400.793,24.926,77.626,21.612,-1271.707,-661.007,-3084.027,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46394,25.8002,KAD_SO1_Transect 1,1.8446,211.255,11.637,10.397,4156.974,24.687,17.516,2.953,-1427.316,-988.485,-3777.049,KAD_SO1,Peter,Scaridae,Scarus,dimidiatus,37386013,1,AD,Passing,,,
GX010029_L.MP4,46414,25.8113,KAD_SO1_Transect 1,1.8557,,11.89,15.968,4581.176,21.144,,,1572.374,-510.802,-4272.458,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46414,25.8113,KAD_SO1_Transect 1,1.8557,133.406,9.028,3.746,2914.87,13.38,34.55,17.653,479.107,-474.808,-2835.75,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX010029_L.MP4,46561,25.8931,KAD_SO1_Transect 1,1.9375,123.816,8.739,4.859,2851.738,11.569,33.674,6.668,-322.35,-472.382,-2793.806,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX010029_L.MP4,46561,25.8931,KAD_SO1_Transect 1,1.9375,69.598,2.879,5.88,1779.849,21.611,31.398,7.264,-180.661,-630.126,-1654.74,KAD_SO1,Peter,Pomacentridae,Chromis,sp,,1,AD,Passing,,,
GX010029_L.MP4,46561,25.8931,KAD_SO1_Transect 1,1.9375,,7.782,2.64,3611.503,14.125,,,-748.157,-467.874,-3502.043,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,2088,37.4641,KAD_SO1_Transect 2,0.292,,4.782,1.75,2981.489,29.418,,,1385.45,-475.975,-2596.777,KAD_SO1,Peter,Chaetodontidae,Chaetodon,citrinellus,37365036,1,AD,Passing,,,
GX020029_L.MP4,2088,37.4641,KAD_SO1_Transect 2,0.292,154.473,9.37,5.226,2770.41,17.052,41.92,3.616,607.049,-539.887,-2648.62,KAD_SO1,Peter,Labridae,Thalassoma,lutescens,37384168,1,AD,Passing,,,
GX020029_L.MP4,2106,37.4741,KAD_SO1_Transect 2,0.302,113.662,4.119,2.409,2524.673,24.482,8.614,10.864,833.856,-631.92,-2297.68,KAD_SO1,Peter,Mullidae,Parupeneus,cyclostomus,37355025,1,AD,Passing,,,
GX020029_L.MP4,2137,37.4913,KAD_SO1_Transect 2,0.3192,75.801,2.638,2.273,1869.969,13.407,23.238,35.991,-272.977,-336.851,-1819.011,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,2190,37.5208,KAD_SO1_Transect 2,0.3487,,2.55,1.305,1974.932,15.279,,,-433.986,-288.341,-1904.959,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,2202,37.5275,KAD_SO1_Transect 2,0.3554,54.366,3.551,4.461,1735.734,22.403,45.629,10.21,-637.79,-175.547,-1604.737,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,2330,37.5987,KAD_SO1_Transect 2,0.4265,,14.832,1.027,5042.266,17.607,,,-1178.845,965.041,-4806.607,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,2338,37.6031,KAD_SO1_Transect 2,0.431,,8.144,3.337,3691.987,13.812,,,875.68,-102.28,-3585.177,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,2434,37.6565,KAD_SO1_Transect 2,0.4844,160.728,12.427,4.02,3189.484,22.457,53.838,5.413,-1210.541,-137.671,-2947.617,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,2477,37.6804,KAD_SO1_Transect 2,0.5083,,8.556,11.28,3921.551,23.708,,,1512.368,443.961,-3590.85,KAD_SO1,Peter,Pomacentridae,Chromis,viridis,37372053,1,AD,Passing,,,
GX020029_L.MP4,2592,37.7444,KAD_SO1_Transect 2,0.5722,111.236,8.776,0.89,2414.548,17.693,66.801,9.199,-716.403,-158.947,-2300.336,KAD_SO1,Peter,Labridae,Stethojulis,bandanensis,37384154,1,AD,Passing,,,
GX020029_L.MP4,2601,37.7494,KAD_SO1_Transect 2,0.5772,139.74,4.286,5.381,1657.873,10.832,58.599,16.375,170.142,-260.995,-1628.336,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,2606,37.7522,KAD_SO1_Transect 2,0.58,65.957,2.947,3.904,1612.363,13.448,37.218,12.031,2.19,-374.969,-1568.155,KAD_SO1,Peter,Pomacentridae,Pomacentrus,spilotoceps,temp_code_012,1,AD,Passing,,,
GX020029_L.MP4,2618,37.7588,KAD_SO1_Transect 2,0.5867,106.441,6.889,2.107,2559.738,16.975,39.485,24.973,-695.126,-274.457,-2448.21,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,2647,37.775,KAD_SO1_Transect 2,0.6028,71.594,4.369,2.122,3291.034,9.927,1.227,14.242,-552.05,130.825,-3241.763,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,2716,37.8133,KAD_SO1_Transect 2,0.6412,,3.919,5.149,2478.652,8.151,,,47.164,-349.694,-2453.406,KAD_SO1,Peter,Pomacanthidae,Centropyge,heraldi,37385027,1,AD,Passing,,,
GX020029_L.MP4,2781,37.8495,KAD_SO1_Transect 2,0.6773,118.038,11.065,3.707,4197.55,9.641,15.809,1.67,-696.553,-94.804,-4138.267,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,2781,37.8495,KAD_SO1_Transect 2,0.6773,99.888,9.587,0.089,3609.549,19.277,18.034,2.445,-1188.008,-93.072,-3407.171,KAD_SO1,Peter,Labridae,Halichoeres,hortulanus,37384112,1,AD,Passing,,,
GX020029_L.MP4,2841,37.8828,KAD_SO1_Transect 2,0.7107,84.414,7.283,4.16,3495.423,6.466,15.371,11.337,-386.337,75.293,-3473.192,KAD_SO1,Peter,Labridae,Stethojulis,bandanensis,37384154,1,AD,Passing,,,
GX020029_L.MP4,2903,37.9173,KAD_SO1_Transect 2,0.7452,113.56,6.37,4.366,2481.466,22.764,34.697,1.912,949.167,144.957,-2288.174,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,2927,37.9307,KAD_SO1_Transect 2,0.7585,87.021,4.007,1.755,1836.641,11.634,38.717,13.014,-173.752,327.078,-1798.91,KAD_SO1,Peter,Labridae,Stethojulis,bandanensis,37384154,1,AD,Passing,,,
GX020029_L.MP4,2997,37.9696,KAD_SO1_Transect 2,0.7975,95.59,0.599,2.95,791.405,7.986,14.062,5.28,-62.228,-90.655,-783.729,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,3094,38.0235,KAD_SO1_Transect 2,0.8514,141.613,13.052,1.833,3257.21,23.444,58.024,7.746,-1292.011,-100.485,-2988.314,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,3118,38.0369,KAD_SO1_Transect 2,0.8648,,4.115,10.435,2625.341,23.279,,,-769.709,-697.166,-2411.208,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,3118,38.0369,KAD_SO1_Transect 2,0.8648,,5.332,4.416,2921.796,12.966,,,-236.895,-612.925,-2846.945,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,3182,38.0725,KAD_SO1_Transect 2,0.9003,,5.055,3.826,3019.754,25.162,,,1270.606,-186.285,-2733.088,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,3228,38.0981,KAD_SO1_Transect 2,0.9259,126.743,1.558,8.668,1648.074,22.233,9.443,16.288,-234.832,-577.683,-1525.543,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,3281,38.1275,KAD_SO1_Transect 2,0.9554,268.563,24.238,3.185,4254.684,25.064,89.733,6.809,-1734.953,-488.446,-3854.049,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,3281,38.1275,KAD_SO1_Transect 2,0.9554,218.168,20.315,4.391,4121.653,23.161,53.733,4.401,-1558.952,-444.645,-3789.457,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,3314,38.1459,KAD_SO1_Transect 2,0.9738,,8.74,7.508,4153.058,24.773,,,-1736.135,116.791,-3770.953,KAD_SO1,Peter,Pomacentridae,Pomacentrus,sp,,1,AD,Passing,,,
GX020029_L.MP4,3341,38.1609,KAD_SO1_Transect 2,0.9888,86.467,2.625,4.302,1751.057,17.287,23.297,4.607,-361.824,-373.956,-1671.957,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,3359,38.1709,KAD_SO1_Transect 2,0.9988,83.561,8.242,3.996,3746.208,17.862,6.905,5.436,-1148.827,21.843,-3565.641,KAD_SO1,Peter,Chaetodontidae,Chaetodon,citrinellus,37365036,1,AD,Passing,,,
GX020029_L.MP4,3359,38.1709,KAD_SO1_Transect 2,0.9988,,7.472,2.049,3733.96,21.53,,,-1370.011,26.739,-3473.444,KAD_SO1,Peter,Chaetodontidae,Chaetodon,citrinellus,37365036,1,AD,Passing,,,
GX020029_L.MP4,3438,38.2148,KAD_SO1_Transect 2,1.0427,76.931,4.566,2.823,2422.534,12.998,19.151,5.149,501.518,-212.973,-2360.465,KAD_SO1,Peter,Pomacentridae,Stegastes,lacrymatus,temp_code_006,1,AD,Passing,,,
GX020029_L.MP4,3446,38.2193,KAD_SO1_Transect 2,1.0472,,2.235,5.333,1904.544,23.323,,,-691.313,-302.105,-1748.745,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,3453,38.2232,KAD_SO1_Transect 2,1.051,,2.177,2.164,1798.581,14.058,,,-222.258,-377.159,-1744.49,KAD_SO1,Peter,Pomacentridae,Pomacentrus,coelestis,37372111,1,AD,Passing,,,
GX020029_L.MP4,3471,38.2332,KAD_SO1_Transect 2,1.0611,,10.218,11.879,4566.241,30.282,,,2281.611,307.512,-3943.38,KAD_SO1,Peter,Nemipteridae,Scolopsis,bilineata,37347031,1,AD,Passing,,,
GX020029_L.MP4,3512,38.256,KAD_SO1_Transect 2,1.0839,167.765,15.484,4.175,3789.604,23.75,41.263,0.377,1344.54,-722.257,-3468.667,KAD_SO1,Peter,Scaridae,Scarus,frenatus,37386016,1,AD,Passing,,,
GX020029_L.MP4,3558,38.2816,KAD_SO1_Transect 2,1.1094,,9.948,6.292,4084.296,10.106,,,691.652,185.398,-4021.034,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,3566,38.286,KAD_SO1_Transect 2,1.1139,113.797,3.072,2.315,1816.72,13.696,27.771,8.815,-193.14,-384.354,-1765.061,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,3570,38.2882,KAD_SO1_Transect 2,1.1161,141.882,6.707,3.11,3082.424,19.228,15.534,9.719,-1006.317,-133.632,-2910.465,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,3570,38.2882,KAD_SO1_Transect 2,1.1161,,6.504,5.979,3431.214,20.267,,,-1182.441,-122.393,-3218.708,KAD_SO1,Peter,Acanthuridae,Zebrasoma,scopas,37437036,1,AD,Passing,,,
GX020029_L.MP4,3600,38.3049,KAD_SO1_Transect 2,1.1328,,6.492,8.805,3372.017,21.952,,,1234.698,-255.866,-3127.388,KAD_SO1,Peter,Pomacentridae,Neoglyphidodon,carlsoni,temp_code_008,1,AD,Passing,,,
GX020029_L.MP4,3640,38.3272,KAD_SO1_Transect 2,1.155,110.874,2.751,4.94,2484.787,17.132,4.229,6.495,384.449,-622.883,-2374.528,KAD_SO1,Peter,Acanthuridae,Acanthurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,3640,38.3272,KAD_SO1_Transect 2,1.155,74.227,5.189,3.327,2194.567,20.511,38.159,12.893,505.739,-579.21,-2055.449,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,3735,38.38,KAD_SO1_Transect 2,1.2079,,10.253,0.66,4228.655,2.457,,,-179.209,24.903,-4224.782,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,3789,38.41,KAD_SO1_Transect 2,1.2379,105.717,3.406,1.463,2162.678,16.594,21.071,4.179,-204.092,-582.927,-2072.611,KAD_SO1,Peter,Acanthuridae,Ctenochaetus,striatus,37437022,1,AD,Passing,,,
GX020029_L.MP4,3838,38.4373,KAD_SO1_Transect 2,1.2652,134.219,12.193,8.962,3082.246,25.044,67.812,0.42,-1251.224,-369.88,-2792.467,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,3844,38.4406,KAD_SO1_Transect 2,1.2685,112.085,8.292,12.806,2595.473,27.643,85.168,16.875,-1139.64,-388.999,-2299.213,KAD_SO1,Peter,Tetraodontidae,Arothron,manilensis,37467020,1,AD,Passing,,,
GX020029_L.MP4,3886,38.464,KAD_SO1_Transect 2,1.2918,60.398,2.49,3.408,1573.781,13.48,28.905,1.548,240.692,-276.87,-1530.424,KAD_SO1,Peter,Pomacentridae,Stegastes,lacrymatus,temp_code_006,1,AD,Passing,,,
GX020029_L.MP4,3886,38.464,KAD_SO1_Transect 2,1.2918,42.17,1.287,3.317,1571.451,11.407,4.915,3.02,103.002,-293.23,-1540.411,KAD_SO1,Peter,Labridae,Thalassoma,hardwicke,37384165,1,AD,Passing,,,
GX020029_L.MP4,3907,38.4757,KAD_SO1_Transect 2,1.3035,113.361,7.818,5.632,2371.862,17.565,52.98,2.234,-383.983,-604.095,-2261.273,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,3962,38.5062,KAD_SO1_Transect 2,1.3341,160.917,6.555,2.569,3810.038,14.956,0.153,14.49,-860.797,-475.303,-3680.966,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4013,38.5346,KAD_SO1_Transect 2,1.3625,135.793,12.532,4.88,3103.157,18.063,51.525,9.387,-904.652,-327.657,-2950.225,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4013,38.5346,KAD_SO1_Transect 2,1.3625,179.212,15.463,2.7,4103.397,16.671,36.147,31.129,-1175.427,-64.231,-3930.918,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4013,38.5346,KAD_SO1_Transect 2,1.3625,,20.381,12.467,6194.852,22.89,,,2385.796,-341.117,-5706.821,KAD_SO1,Peter,Scaridae,Scarus,dimidiatus,37386013,1,AD,Passing,,,
GX020029_L.MP4,4028,38.5429,KAD_SO1_Transect 2,1.3708,,10.142,0.772,4281.708,26.155,,,1699.729,-822.621,-3842.816,KAD_SO1,Peter,Scaridae,Scarus,schlegeli,37386029,1,AD,Passing,,,
GX020029_L.MP4,4042,38.5507,KAD_SO1_Transect 2,1.3786,169.902,7.38,17.439,2427.838,30.952,83.652,3.911,998.548,-749.722,-2082.118,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4042,38.5507,KAD_SO1_Transect 2,1.3786,88.786,8.583,3.054,2501.464,25.347,74.582,3,1049.058,-214.986,-2260.66,KAD_SO1,Peter,Pomacentridae,Chromis,viridis,37372053,1,AD,Passing,,,
GX020029_L.MP4,4058,38.5596,KAD_SO1_Transect 2,1.3875,,11.274,7.811,4446.102,22.556,,,1553.789,-705.505,-4105.585,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4096,38.5808,KAD_SO1_Transect 2,1.4086,,18.691,7.279,5809.238,3.044,,,-225.355,-214.072,-5800.917,KAD_SO1,Peter,Scaridae,Chlorurus,sp,,1,AD,Passing,,,
GX020029_L.MP4,4096,38.5808,KAD_SO1_Transect 2,1.4086,,20.775,4.668,6098.724,5.292,,,-473.403,-307.419,-6072.547,KAD_SO1,Peter,Lethrinidae,Monotaxis,grandoculis,37351026,1,AD,Passing,,,
GX020029_L.MP4,4096,38.5808,KAD_SO1_Transect 2,1.4086,,14.886,9.315,5069.086,6.716,,,167.425,-571.663,-5033.965,KAD_SO1,Peter,Scaridae,Scarus,schlegeli,37386029,1,AD,Passing,,,
GX020029_L.MP4,4102,38.5841,KAD_SO1_Transect 2,1.412,79.949,6.521,8.259,2125.015,23.245,69.877,8.959,-333.218,-769.635,-1952.515,KAD_SO1,Peter,Pomacentridae,Neoglyphidodon,carlsoni,temp_code_008,1,AD,Passing,,,
GX020029_L.MP4,4155,38.6136,KAD_SO1_Transect 2,1.4414,335.885,28.152,2.571,4702.812,26.629,83.313,1.669,-2095.089,-231.962,-4203.955,KAD_SO1,Peter,Siganidae,Siganus,punctatus,37438003,1,AD,Passing,,,
GX020029_L.MP4,4220,38.6497,KAD_SO1_Transect 2,1.4776,,7.493,0.154,3833.602,26.068,,,-1650.876,-337.473,-3443.432,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4268,38.6764,KAD_SO1_Transect 2,1.5043,,13.306,10.024,5086.407,25.764,,,2203.849,-178.855,-4580.676,KAD_SO1,Peter,Labridae,Halichoeres,hortulanus,37384112,1,AD,Passing,,,
GX020029_L.MP4,4268,38.6764,KAD_SO1_Transect 2,1.5043,,13.321,14.615,5062.879,25.56,,,2164.135,-299.634,-4567.219,KAD_SO1,Peter,Nemipteridae,Scolopsis,bilineata,37347031,1,AD,Passing,,,
GX020029_L.MP4,4303,38.6959,KAD_SO1_Transect 2,1.5237,,12.422,14.206,4706.478,21.297,,,1648.78,-453.907,-4384.795,KAD_SO1,Peter,Scaridae,Chlorurus,spilurus,temp_code_002,1,AD,Passing,,,
GX020029_L.MP4,4314,38.702,KAD_SO1_Transect 2,1.5299,,9.734,2.702,4214.875,20.607,,,-1417.245,-440.542,-3944.935,KAD_SO1,Peter,Mullidae,Mulloidichthys,flavolineatus,37355019,1,AD,Passing,,,
GX020029_L.MP4,4371,38.7337,KAD_SO1_Transect 2,1.5616,88.641,1.986,0.683,1479.448,7.241,23.404,14.374,185.949,-13.98,-1467.649,KAD_SO1,Peter,Labridae,Halichoeres,trimaculatus,37384122,1,AD,Passing,,,
