"Response","ModelType","term","estimate","std.error","statistic","p.value","Adj_R2","Marginal_R2","Conditional_R2","LM_AIC","LMM_AIC","Delta_AIC","LM_BIC","LMM_BIC","Delta_BIC","Preferred"
"abundance_ind_250m2","LMM","resid15BRbtw",-23.0122298081307,32.9300516879225,-0.698821551396797,0.49682358797738,NA,0.359100718228958,0.762243420688929,1564.23075509772,1535.76682003301,-28.4639350647042,1603.82714741995,1578.19152609255,-25.6356213274019,"LMM"
"abundance_ind_250m2","LMM","pare15BRbtw",-67.8881562472448,37.3194653342844,-1.81910849041231,0.0915651559483003,NA,0.359100718228958,0.762243420688929,1564.23075509772,1535.76682003301,-28.4639350647042,1603.82714741995,1578.19152609255,-25.6356213274019,"LMM"
"FRic","LMM","(Intercept)",9.60328892149081e-12,4.28735910803779e-12,2.2399077566157,0.99999994644757,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","Geomorphology1",-2.23365051626952e-11,1.0012289088676e-11,-2.23090893249957,0.999999946467039,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","Geomorphology2",1.48171142610678e-11,1.37898699036854e-11,1.07449267937675,0.999999950000207,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","Geomorphology3",-2.51818276356587e-11,1.95537943379247e-11,-1.28782307926899,0.999999949124341,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","Geomorphology4",3.70613264575271e-11,1.18036532834927e-11,3.13981828908488,0.999999944814225,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","Geomorphology5",-9.46764598801906e-12,8.44379064325441e-12,-1.1212554157276,0.999999949794182,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","nutrint",-8.56788791022807e-12,5.37607611108842e-12,-1.5937065869578,0.999999948093693,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","NO_TK_AREA",5.55897069239881e-12,5.71010953762049e-12,0.973531357984307,0.999999950477418,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","transi15LR",4.39545983144788e-12,7.64917268529859e-12,0.574632056600811,0.999999953027086,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","transi15BRbtw",-1.70463928781201e-11,5.81769624168584e-12,-2.93009331700351,0.999999945148557,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","resid15LR",-9.45218654393908e-12,5.56607425754121e-12,-1.69817830423889,0.999999947786623,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","resid15BRbtw",3.85109844607043e-13,5.0399389623267e-12,0.0764116088479881,0.999999962784668,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FRic","LMM","pare15BRbtw",-1.2503734939964e-11,5.72355942465019e-12,-2.18460821532018,0.999999946568468,NA,0.246825849247998,0.530128697856294,-5754.19030754202,-5757.63708194588,-3.44677440386113,-5714.59391521979,-5715.21237588635,-0.618460666559258,"LMM"
"FEve","LM","(Intercept)",0.670979628602496,0.00556002935496714,120.679152170854,2.01870295561285e-120,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","Geomorphology1",0.0319820347201403,0.0129218261338394,2.4750398580574,0.0148202002508145,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","Geomorphology2",-0.069613946491002,0.0181282312468368,-3.84008486780247,0.000204202807465041,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","Geomorphology3",0.0302380406207683,0.0253952325448983,1.19069752825881,0.236289844146884,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","Geomorphology4",-0.0152498022033461,0.0153962027405468,-0.99049112695722,0.324069183964037,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","Geomorphology5",-0.0123828880442911,0.0109813346370188,-1.12763051610754,0.261885918469901,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","nutrint",0.00620225462572781,0.00699430864314124,0.886757354039541,0.377109710589305,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","NO_TK_AREA",-0.000663145680247963,0.00741795897156978,-0.089397323817717,0.928925817256433,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","transi15LR",-0.0173117458035136,0.00981601813707311,-1.76362202695314,0.0805225653036914,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","transi15BRbtw",0.00364649247449479,0.00747696152009192,0.487697103254579,0.626717712507017,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","resid15LR",0.0180050385928007,0.00716627439466148,2.51246848797941,0.0134131056994961,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","resid15BRbtw",0.00161394169481552,0.00665764729923221,0.242419224431077,0.808898699853597,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
"FEve","LM","pare15BRbtw",0.00323245571994363,0.00764406406280847,0.422871353953045,0.673199936645399,0.189809685851381,NA,NA,-374.422461773335,-372.422461773335,1.99999999999994,-334.826069451103,-329.997755713801,4.82831373730227,"Tie"
