"term","estimate","robust.se","t.value","p.value"
"(Intercept)",5.67113410041693,0.0807108978635159,70.2647876623422,9.51890948805622e-78
"sedimnt",-0.324011163459348,0.114354120601712,-2.83340173274437,0.00573707155125643
"NO_TK_AREA",0.105389146021542,0.0865640724274152,1.21746982398398,0.226755614632753
"grav_NC",-0.209778156051173,0.14604738422868,-1.43637051193401,0.154524780294651
"Median_Depth",-0.0796573523758226,0.0795774746537984,-1.00100377301958,0.319633211639956
"resid15LR",0.256245216050695,0.109082462890467,2.34909635573593,0.0211111245394302
"resid15BRIF",-0.00819164454326653,0.0951397552538765,-0.0861011731784202,0.931586135973842
"transi15LR",-0.0165921476597991,0.0811917271540148,-0.204357614271772,0.838556900488922
