"effect","term","estimate","std.error","statistic","df","p.value","Response","Predictor"
"fixed","(Intercept)",0.422865935610912,0.0140616932255041,30.0721917929448,3.09221074926801,6.4211478995226e-05,"feve","pare5BRin"
"fixed","pare5BRin",0.0196817984182342,0.0129745470427297,1.51695456908169,6.34989167797556,0.17737748549991,"feve","pare5BRin"
"fixed","(Intercept)",0.423192652801215,0.0154028055287848,27.4750370645368,3.37812024768444,4.31799737392272e-05,"feve","Rnetflow"
"fixed","Rnetflow",0.0082137816038393,0.0138882843794894,0.591418016754439,6.50332445584027,0.574211072868515,"feve","Rnetflow"
"fixed","(Intercept)",0.423302658246024,0.0162034488359147,26.1242321022288,3.16078260896655,8.44419416858795e-05,"feve","Cnetflow"
"fixed","Cnetflow",0.0134388095312639,0.0136251667759037,0.986322571480783,9.93835971555249,0.347378255910221,"feve","Cnetflow"
"fixed","(Intercept)",0.423686387463038,0.0163372540602258,25.9337576499181,2.45800872473994,0.000464245467232549,"feve","transi15BRIF"
"fixed","transi15BRIF",0.00911680505813406,0.015458827419137,0.589747515186569,3.44459819987621,0.591840034725355,"feve","transi15BRIF"
"fixed","(Intercept)",0.423284894053668,0.0145160102929943,29.1598645571334,2.88401631558299,0.000118068528512026,"feve","sst_sd_6_year_mean"
"fixed","sst_sd_6_year_mean",-0.00684727092681069,0.0144273642754173,-0.474603038787738,3.03630091023934,0.667119750829596,"feve","sst_sd_6_year_mean"
"fixed","(Intercept)",0.423346110207742,0.0145886973041851,29.0187740125566,2.86266864176669,0.000126259160404664,"feve","sst_q90_6_year_mean"
"fixed","sst_q90_6_year_mean",0.00664654734697384,0.0144454600919908,0.460113233129831,3.03016168289264,0.676444803689896,"feve","sst_q90_6_year_mean"
"fixed","(Intercept)",0.423331788773686,0.0145609058626752,29.0731766805001,2.86146995971203,0.000125961611953773,"feve","sst_mean_6_year_mean"
"fixed","sst_mean_6_year_mean",0.00681780792022475,0.0144379999667706,0.472212767413498,3.01157750558089,0.668885383646406,"feve","sst_mean_6_year_mean"
