"term","estimate","std.error","statistic","p.value","Response","Predictor"
"(Intercept)",358.16862242256,34.8327077055562,10.2825374774246,2.82122468798799e-18,"biomass_kg_ha","sedimnt"
"sedimnt",-82.8697836278244,34.9728801338923,-2.36954415279956,0.0193659043664216,"biomass_kg_ha","sedimnt"
"(Intercept)",357.981702259311,35.5576459976942,10.0676434621832,9.35085955040454e-18,"biomass_kg_ha","DESIG"
"DESIG1",23.3650204060855,35.5576459976942,0.657102565439813,0.512342640614694,"biomass_kg_ha","DESIG"
"(Intercept)",358.16862242256,35.5349247482534,10.0793409571006,8.7607950721455e-18,"biomass_kg_ha","crypto5BROF"
"crypto5BROF",27.2129388092377,35.6779230111161,0.762738873581822,0.447079456652128,"biomass_kg_ha","crypto5BROF"
"(Intercept)",358.16862242256,35.5044780916884,10.0879844367127,8.34881086411808e-18,"biomass_kg_ha","crypto5BRIF"
"crypto5BRIF",31.7604741951324,35.6473538322993,0.89096302476048,0.374688508274889,"biomass_kg_ha","crypto5BRIF"
"(Intercept)",358.16862242256,30.4760397009164,11.7524660663764,7.67014480906636e-22,"biomass_kg_ha","crypto5LR"
"crypto5LR",205.296478792168,30.59868019522,6.70932463368921,6.35802637217949e-10,"biomass_kg_ha","crypto5LR"
"(Intercept)",358.16862242256,34.1184023676098,10.4978134252437,8.4814184392052e-19,"biomass_kg_ha","crypto5BRin"
"crypto5BRin",-113.904652870894,34.2557003161712,-3.32512988552513,0.00116514268024293,"biomass_kg_ha","crypto5BRin"
"(Intercept)",358.16862242256,35.4205980969625,10.1118739283308,7.3080309462878e-18,"biomass_kg_ha","crypto5BRout"
"crypto5BRout",-41.7897107645379,35.5631362909592,-1.17508507749812,0.242230435023988,"biomass_kg_ha","crypto5BRout"
"(Intercept)",358.16862242256,35.2144073241447,10.171081941708,5.25345881790234e-18,"biomass_kg_ha","transi15BRIF"
"transi15BRIF",-59.6006206341557,35.3561157732484,-1.68572308724171,0.0943843905038646,"biomass_kg_ha","transi15BRIF"
"(Intercept)",358.16862242256,35.1891615730595,10.1783789783946,5.0439832456629e-18,"biomass_kg_ha","transi15BRin"
"transi15BRin",-61.4216258917748,35.330768429193,-1.73847410126023,0.084629637916971,"biomass_kg_ha","transi15BRin"
"(Intercept)",358.16862242256,35.5331540874168,10.0798432230759,8.73630883019769e-18,"biomass_kg_ha","transi15BRout"
"transi15BRout",-27.4981248332415,35.676145224855,-0.770770627261713,0.442320932171497,"biomass_kg_ha","transi15BRout"
"(Intercept)",358.16862242256,34.8675144206526,10.2722728698554,2.98752708445665e-18,"biomass_kg_ha","pare15BRout"
"pare15BRout",81.0345121993617,35.0078269168185,2.31475413746493,0.0222841092398479,"biomass_kg_ha","pare15BRout"
"(Intercept)",358.16862242256,35.4532627570751,10.1025574113368,7.69754290558515e-18,"biomass_kg_ha","resid15BRout"
"resid15BRout",38.2011759547476,35.5959323989273,1.07318936126249,0.285287142476068,"biomass_kg_ha","resid15BRout"
"(Intercept)",358.16862242256,35.5641596758121,10.0710554020529,9.17476355337379e-18,"biomass_kg_ha","resid15BRIF"
"resid15BRIF",21.973104129922,35.7072755847339,0.61536770224263,0.539448831040984,"biomass_kg_ha","resid15BRIF"
"(Intercept)",358.16862242256,33.4709998942656,10.7008641377315,2.72750842415851e-19,"biomass_kg_ha","pare15LR"
"pare15LR",135.646057040114,33.6056925909595,4.03640117438333,9.47377452569413e-05,"biomass_kg_ha","pare15LR"
"(Intercept)",358.16862242256,34.6225593419058,10.3449493402715,1.99143153366138e-18,"biomass_kg_ha","pare15BRin"
"pare15BRin",-93.1513620859321,34.7618860993656,-2.67969815618353,0.0083781159293153,"biomass_kg_ha","pare15BRin"
"(Intercept)",358.16862242256,34.3944921317899,10.413545897121,1.35783926763425e-18,"biomass_kg_ha","pare15BRIF"
"pare15BRIF",103.096433448784,34.5329011100482,2.9854553233231,0.00341726597370317,"biomass_kg_ha","pare15BRIF"
"(Intercept)",358.16862242256,35.6000135478369,10.0609125314314,9.7082124199213e-18,"biomass_kg_ha","sst_sd_6_year_mean"
"sst_sd_6_year_mean",12.9015695955121,35.7432737385167,0.360950977515231,0.718755287230353,"biomass_kg_ha","sst_sd_6_year_mean"
"(Intercept)",358.168622422559,35.5952773543641,10.0622512041937,9.63607057541533e-18,"biomass_kg_ha","sst_q90_6_year_mean"
"sst_q90_6_year_mean",-14.4312133256872,35.7385184858383,-0.403799987719293,0.687060979455588,"biomass_kg_ha","sst_q90_6_year_mean"
"(Intercept)",358.16862242256,35.5947940254847,10.0623878358763,9.62873759079282e-18,"biomass_kg_ha","sst_mean_6_year_mean"
"sst_mean_6_year_mean",-14.5782804036376,35.7380332119656,-0.407920612675367,0.684041135831355,"biomass_kg_ha","sst_mean_6_year_mean"
"(Intercept)",197.352,13.8806916017128,14.2177353739094,9.85664258281154e-28,"abundance_ind_250m2","sedimnt"
"sedimnt",-11.5059318918829,13.9365497412879,-0.825594003212706,0.410632862140016,"abundance_ind_250m2","sedimnt"
"(Intercept)",197.60650281618,13.6207779380202,14.5077251619082,2.06478296419381e-28,"abundance_ind_250m2","DESIG"
"DESIG1",-31.8128520225295,13.6207779380202,-2.33561197218619,0.0211304257590505,"abundance_ind_250m2","DESIG"
"(Intercept)",197.352,13.9096550259858,14.1881304483332,1.15673346760949e-27,"abundance_ind_250m2","crypto5BROF"
"crypto5BROF",-5.70831966957605,13.9656297190469,-0.408740585595707,0.683440817759159,"abundance_ind_250m2","crypto5BROF"
"(Intercept)",197.352,13.886161876014,14.212134480507,1.01595758697793e-27,"abundance_ind_250m2","crypto5BRIF"
"crypto5BRIF",-10.6561272429678,13.9420420288542,-0.764316103832854,0.44614268555789,"abundance_ind_250m2","crypto5BRIF"
"(Intercept)",197.352,13.5944675012085,14.5170820396206,1.96349888586401e-28,"abundance_ind_250m2","crypto5LR"
"crypto5LR",33.2786054962692,13.6491738288844,2.43814064598144,0.0161921168168349,"abundance_ind_250m2","crypto5LR"
"(Intercept)",197.352,13.8964744582314,14.2015876467935,1.07556074631695e-27,"abundance_ind_250m2","crypto5BRin"
"crypto5BRin",8.83334754967095,13.9523961105642,0.633106133145309,0.527839695629641,"abundance_ind_250m2","crypto5BRin"
"(Intercept)",197.352,13.9017059249364,14.1962433291008,1.10708977509479e-27,"abundance_ind_250m2","crypto5BRout"
"crypto5BRout",-7.74573883376604,13.9576486295342,-0.554945824999218,0.579939503191008,"abundance_ind_250m2","crypto5BRout"
"(Intercept)",197.352,13.8951132496728,14.2029788785382,1.0675019402413e-27,"abundance_ind_250m2","transi15BRIF"
"transi15BRIF",-9.09498004862619,13.951029424283,-0.651921788136691,0.515667978464094,"abundance_ind_250m2","transi15BRIF"
"(Intercept)",197.352,13.817341578485,14.2829211305955,6.93138272208576e-28,"abundance_ind_250m2","transi15BRin"
"transi15BRin",18.7069914136051,13.8729447873592,1.34845137066001,0.179990996801005,"abundance_ind_250m2","transi15BRin"
"(Intercept)",197.352,13.6194830802443,14.4904177961253,2.26615049749026e-28,"abundance_ind_250m2","transi15BRout"
"transi15BRout",-31.9852349554413,13.674290074641,-2.33907828346848,0.0209438888264239,"abundance_ind_250m2","transi15BRout"
"(Intercept)",197.352,13.8961113647328,14.2019587221259,1.07340531680568e-27,"abundance_ind_250m2","pare15BRout"
"pare15BRout",8.90389070278692,13.9520315559189,0.638178796191843,0.524543687394244,"abundance_ind_250m2","pare15BRout"
"(Intercept)",197.352,13.8937465726563,14.2043759736053,1.05947013183885e-27,"abundance_ind_250m2","resid15BRout"
"resid15BRout",-9.35027683632716,13.949657247538,-0.670287209958326,0.503931260437334,"abundance_ind_250m2","resid15BRout"
"(Intercept)",197.352,13.9011870377694,14.1967732297822,1.1039226280869e-27,"abundance_ind_250m2","resid15BRIF"
"resid15BRIF",-7.86035926144242,13.9571276542815,-0.563178861449415,0.574338290885528,"abundance_ind_250m2","resid15BRIF"
"(Intercept)",197.352,13.7876811753791,14.3136469062263,5.87228511049424e-28,"abundance_ind_250m2","pare15LR"
"pare15LR",21.247897812286,13.8431650260121,1.53490172026123,0.127376278801053,"abundance_ind_250m2","pare15LR"
"(Intercept)",197.352,13.9083563038543,14.189455294966,1.14847657866684e-27,"abundance_ind_250m2","pare15BRin"
"pare15BRin",-6.08806024938592,13.9643257706484,-0.435972373416152,0.663620983207725,"abundance_ind_250m2","pare15BRin"
"(Intercept)",197.352,13.9144496774473,14.1832414917473,1.18772184975748e-27,"abundance_ind_250m2","pare15BRIF"
"pare15BRIF",4.0054382608099,13.9704436649585,0.286708021367753,0.774818285671287,"abundance_ind_250m2","pare15BRIF"
"(Intercept)",197.352,13.5111903085367,14.6065591182819,1.21433760945358e-28,"abundance_ind_250m2","sst_sd_6_year_mean"
"sst_sd_6_year_mean",-37.247154022584,13.565561515371,-2.74571413651986,0.00694399756778191,"abundance_ind_250m2","sst_sd_6_year_mean"
"(Intercept)",197.352000000003,13.4988417058026,14.6199210496089,1.13032978078458e-28,"abundance_ind_250m2","sst_q90_6_year_mean"
"sst_q90_6_year_mean",37.7982311255009,13.5531632198698,2.78888629261738,0.00613086722010647,"abundance_ind_250m2","sst_q90_6_year_mean"
"(Intercept)",197.351999999998,13.4937562723352,14.6254309042625,1.09741050395512e-28,"abundance_ind_250m2","sst_mean_6_year_mean"
