"Response","Test","Statistic","df","p_value","Effect_Size","n_groups","total_n"
"FRic","Kruskal-Wallis",10.4448135280736,4,0.0335657192727521,0.053706779400613,5,125
"FEve","Kruskal-Wallis",11.6938303763602,4,0.0197793468347791,0.0641152531363351,5,125
"FDiv","Kruskal-Wallis",10.5840789058601,4,0.0316583229226528,0.0548673242155004,5,125
"FDis","Kruskal-Wallis",5.73634871917739,4,0.219722101620259,0.0144695726598115,5,125
"RaoQ","Kruskal-Wallis",3.23593166816414,4,0.519146990581487,-0.00636723609863215,5,125
