"term","estimate","robust.se","t.value","p.value"
"(Intercept)",0.065345780829787,0.00626270224479024,10.4341190552602,6.03042421753189e-17
"sedimnt",-0.022670489002613,0.00789134707969906,-2.872828779884,0.00512317163637817
"NO_TK_AREA",-0.010347803343148,0.00509724640461998,-2.0300771282646,0.0454390893776569
"grav_NC",-0.0256832640280435,0.00782506837822125,-3.28217758448286,0.00148974912694803
"Median_Depth",-0.00874367789932222,0.00606909511408777,-1.44068888935784,0.153303546006616
"resid15LR",0.000454498588644929,0.00484255589065074,0.0938551043927866,0.925442576571625
"resid15BRIF",-0.00827926118384833,0.00709281387505813,-1.16727455840373,0.24632579836123
"transi15LR",0.000686553757479811,0.00305079075185014,0.225041247769436,0.822481058747684
