"effect","term","estimate","std.error","statistic","df","p.value","Response","Predictor","p_adj_BH","sig"
"fixed","nutrint",0.0323725022913201,0.0147505532211985,2.194663603857,51.5627843555152,0.0327159244036964,"fdiv","nutrint",0.0981477732110892,"."
"fixed","crypto5LR",-0.00534057837871746,0.00887030553761945,-0.602073779315468,91.6382055856086,0.548611840685406,"fdiv","crypto5LR",0.935039290075637,""
"fixed","pare5BRin",0.00367889050598431,0.0146625900648588,0.250903182160248,22.3144090312064,0.804184897609042,"fdiv","pare5BRin",0.935039290075637,""
"fixed","Rnetflow",0.0369575234296187,0.0133479161317662,2.76878600860136,9.80470201895291,0.0201767197033301,"fdiv","Rnetflow",0.0907952386649855,"."
"fixed","Cnetflow",0.0330312879832202,0.0117329871160852,2.81524965947814,17.0976800659044,0.0118688364338621,"fdiv","Cnetflow",0.0907952386649855,"."
"fixed","transi15BRIF",-0.0257960116363731,0.0128714925494626,-2.00411968831464,4.22487247067808,0.111815674570653,"fdiv","transi15BRIF",0.251585267783968,""
"fixed","sst_sd_6_year_mean",-0.00192769168577965,0.0219066404839105,-0.0879957694652202,3.24084542569041,0.935039290075637,"fdiv","sst_sd_6_year_mean",0.935039290075637,""
"fixed","sst_q90_6_year_mean",-0.00579753163637189,0.0224993743635089,-0.257675237662374,3.13965042379891,0.812630465862957,"fdiv","sst_q90_6_year_mean",0.935039290075637,""
"fixed","sst_mean_6_year_mean",-0.00370663887752848,0.0225878000265319,-0.164099154108617,3.08281019969836,0.879824747274421,"fdiv","sst_mean_6_year_mean",0.935039290075637,""
"fixed","nutrint",0.00537230539816895,0.0153389416122261,0.350239640646841,10.8388513699861,0.732870187174304,"fspe","nutrint",0.824478960571092,""
"fixed","crypto5LR",0.00395540082219649,0.0114974930528416,0.344022892992218,74.6257114026446,0.731796560413377,"fspe","crypto5LR",0.824478960571092,""
"fixed","pare5BRin",-0.0149755426571254,0.0159637421446918,-0.938097253224868,9.75398754154988,0.370841651515607,"fspe","pare5BRin",0.65273631366201,""
"fixed","Rnetflow",0.0134942125237905,0.0163003208947166,0.827849501304258,6.97615756676178,0.43515754244134,"fspe","Rnetflow",0.65273631366201,""
"fixed","Cnetflow",0.0256077618719649,0.015719022364319,1.62909379975772,12.2374314602167,0.128747809024625,"fspe","Cnetflow",0.65273631366201,""
"fixed","transi15BRIF",-0.00339426932968993,0.0170767310547232,-0.198765754336285,4.61125592088807,0.850908888796269,"fspe","transi15BRIF",0.850908888796269,""
"fixed","sst_sd_6_year_mean",-0.016847951040631,0.0154504177052725,-1.09045278658593,3.18960784577586,0.350961769943442,"fspe","sst_sd_6_year_mean",0.65273631366201,""
"fixed","sst_q90_6_year_mean",0.0166702786942465,0.0156898891383506,1.06248543550888,3.22957072298923,0.360924093606914,"fspe","sst_q90_6_year_mean",0.65273631366201,""
"fixed","sst_mean_6_year_mean",0.0169723866705005,0.0155765740847354,1.0896097292108,3.20018206202077,0.351056235687832,"fspe","sst_mean_6_year_mean",0.65273631366201,""
"fixed","nutrint",-0.00551441193676053,0.0103984974599159,-0.530308533325845,17.2003002148274,0.602677825628664,"fori","nutrint",0.682631970376301,""
"fixed","crypto5LR",0.00326388383151846,0.0071973854913191,0.453481869972797,87.5123036573545,0.651324304764564,"fori","crypto5LR",0.682631970376301,""
"fixed","pare5BRin",-0.0220228403741556,0.0117557102861141,-1.87337386156658,20.7138163861665,0.0751969653642611,"fori","pare5BRin",0.67677268827835,""
"fixed","Rnetflow",0.00487384176859218,0.0114044455127113,0.427363326271306,9.97978574752169,0.67818878097701,"fori","Rnetflow",0.682631970376301,""
"fixed","Cnetflow",0.00423510098720653,0.0101953413541676,0.415395702810414,18.4941766235924,0.682631970376301,"fori","Cnetflow",0.682631970376301,""
"fixed","transi15BRIF",-0.00878229388425193,0.0130222913602298,-0.674404652861103,5.50664732206705,0.527331840911316,"fori","transi15BRIF",0.682631970376301,""
"fixed","sst_sd_6_year_mean",-0.0134262655398407,0.0117974667583593,-1.13806343470536,3.22979586995027,0.332416028070287,"fori","sst_sd_6_year_mean",0.682631970376301,""
"fixed","sst_q90_6_year_mean",0.0148181830173306,0.011448141815163,1.29437451567067,3.19628085718263,0.281119521432783,"fori","sst_q90_6_year_mean",0.682631970376301,""
"fixed","sst_mean_6_year_mean",0.0146991386409495,0.0115047732441278,1.27765565900677,3.173354736686,0.286823986935327,"fori","sst_mean_6_year_mean",0.682631970376301,""
"fixed","nutrint",0.0179705253015924,0.0131332606682749,1.36832168000766,7.76649424639728,0.209482180215222,"feve","nutrint",0.628446540645665,""
"fixed","crypto5LR",-0.0270110977980793,0.00951443671049935,-2.83895921744606,30.2907753457273,0.00800816714389545,"feve","crypto5LR",0.072073504295059,"."
"fixed","pare5BRin",0.0196817984182342,0.0129745470427297,1.51695456908169,6.34989167797556,0.17737748549991,"feve","pare5BRin",0.628446540645665,""
"fixed","Rnetflow",0.0082137816038393,0.0138882843794894,0.591418016754439,6.50332445584027,0.574211072868515,"feve","Rnetflow",0.676444803689896,""
"fixed","Cnetflow",0.0134388095312639,0.0136251667759037,0.986322571480783,9.93835971555249,0.347378255910221,"feve","Cnetflow",0.676444803689896,""
"fixed","transi15BRIF",0.00911680505813406,0.015458827419137,0.589747515186569,3.44459819987621,0.591840034725355,"feve","transi15BRIF",0.676444803689896,""
"fixed","sst_sd_6_year_mean",-0.00684727092681069,0.0144273642754173,-0.474603038787738,3.03630091023934,0.667119750829596,"feve","sst_sd_6_year_mean",0.676444803689896,""
"fixed","sst_q90_6_year_mean",0.00664654734697384,0.0144454600919908,0.460113233129831,3.03016168289264,0.676444803689896,"feve","sst_q90_6_year_mean",0.676444803689896,""
"fixed","sst_mean_6_year_mean",0.00681780792022475,0.0144379999667706,0.472212767413498,3.01157750558089,0.668885383646406,"feve","sst_mean_6_year_mean",0.676444803689896,""
"fixed","nutrint",0.0181917083930613,0.0167282545335987,1.08748395455863,9.08035464012931,0.304844698767919,"fdis","nutrint",0.685900572227818,""
"fixed","crypto5LR",-0.00256528565871044,0.0136196634743919,-0.188351618491439,61.9805846687901,0.851216362009368,"fdis","crypto5LR",0.851216362009368,""
"fixed","pare5BRin",0.00764525236985938,0.0170134185514955,0.44936603109593,6.75608300746284,0.667227978004695,"fdis","pare5BRin",0.750631475255282,""
"fixed","Rnetflow",-0.00911722276071678,0.0174906889527503,-0.52126150006705,6.81091639958786,0.6186979500159,"fdis","Rnetflow",0.750631475255282,""
"fixed","Cnetflow",0.0107226682127268,0.01799821520553,0.595762862610522,9.41567057893876,0.565377996142518,"fdis","Cnetflow",0.750631475255282,""
"fixed","transi15BRIF",0.0186049225776395,0.0197541572174188,0.941823150077699,4.18110784936612,0.39745062423144,"fdis","transi15BRIF",0.715411123616591,""
"fixed","sst_sd_6_year_mean",-0.0217882434108996,0.0166585553868987,-1.30793114437973,3.3432696026664,0.273564576418441,"fdis","sst_sd_6_year_mean",0.685900572227818,""
"fixed","sst_q90_6_year_mean",0.02444282655622,0.0151355465291643,1.61492857288778,3.21786217992407,0.198586295333183,"fdis","sst_q90_6_year_mean",0.685900572227818,""
"fixed","sst_mean_6_year_mean",0.0238539898951716,0.015509995245278,1.53797531965291,3.24385878948163,0.214930139386716,"fdis","sst_mean_6_year_mean",0.685900572227818,""
