"r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","nobs","Response","Predictor"
0.0317471016777906,0.0212226136525492,0.0925461905408566,3.01649843694533,0.0857683028461091,1,91.3550253029926,-176.710050605985,-169.080166259175,0.787961359293458,92,94,"feve","pare5BRin"
0.00105799407175296,-0.00980007121007587,0.094001391337516,0.0974385440031877,0.755631781865416,1,89.8884648878674,-173.776929775735,-166.147045428925,0.812936064751772,92,94,"feve","Rnetflow"
0.00220488905307846,-0.00864070997895339,0.0939474138866501,0.203298042511665,0.653132740209339,1,89.9424570429635,-173.884914085927,-166.255029739117,0.812002724991037,92,94,"feve","Cnetflow"
0.000962038166277464,-0.00989707011452379,0.0940059060000135,0.0885927408955233,0.766644963481525,1,89.8839504006017,-173.767900801203,-166.138016454393,0.81301415338527,92,94,"feve","transi15BRIF"
0.0112540768994552,0.000506838604884097,0.0935204303737888,1.04715989270845,0.308845347409681,1,90.370653353342,-174.741306706684,-167.111422359874,0.804638522551479,92,94,"feve","sst_sd_6_year_mean"
0.0109869266040554,0.000236784501925436,0.0935330637119552,1.02202617413575,0.314690351809871,1,90.3579560894363,-174.715912178873,-167.086027832063,0.804855928675709,92,94,"feve","sst_q90_6_year_mean"
0.0112380095481636,0.000490596608469729,0.0935211902350778,1.04564787928245,0.309192914682598,1,90.3698895986126,-174.739779197225,-167.109894850415,0.804651598114677,92,94,"feve","sst_mean_6_year_mean"
0.0199679261307772,0.0093154035887203,0.120644216807829,1.87447865535535,0.174296286650085,1,66.4320551627766,-126.864110325553,-119.234225978743,1.33906248852405,92,94,"fdis","nutrint"
0.00869909409830682,-0.00207591574845067,0.121335843987155,0.807339781775197,0.371253513839562,1,65.8947122785672,-125.789424557134,-118.159540210324,1.35445960731893,92,94,"fdis","crypto5LR"
0.0143102081843338,0.00359618870807654,0.120991954745595,1.33565262001304,0.250794677462435,1,66.1615047025112,-126.323009405022,-118.693125058212,1.34679288641074,92,94,"fdis","pare5BRin"
0.00898969008714735,-0.00178216110755769,0.121318058119214,0.83455386865782,0.363346946620721,1,65.9084921648579,-125.816984329716,-118.187099982906,1.35406255277516,92,94,"fdis","Rnetflow"
0.000918568778866106,-0.00994101199527675,0.121811083849423,0.0845860257380531,0.771830800198651,1,65.5272587035867,-125.054517407173,-117.424633060363,1.36509049366854,92,94,"fdis","Cnetflow"
0.0102455245188686,-0.000512676301578585,0.121241165027965,0.952345535267936,0.331682051678086,1,65.9680895755499,-125.9361791511,-118.30629480429,1.35234664895511,92,94,"fdis","transi15BRIF"
0.0360979021259192,0.0256207054098966,0.119647279043045,3.44537791017279,0.0666297919081147,1,67.2120468745585,-128.424093749117,-120.794209402307,1.3170233671812,92,94,"fdis","sst_sd_6_year_mean"
0.0452116636949269,0.0348335296046544,0.11908029896653,4.35643472146924,0.0396346857203603,1,67.6585493511108,-129.317098702222,-121.687214355412,1.30457081938015,92,94,"fdis","sst_q90_6_year_mean"
0.0432222334197368,0.0328224750873426,0.119204294341759,4.15608055863222,0.0443551724029535,1,67.5607203965678,-129.121440793136,-121.491556446326,1.30728906863553,92,94,"fdis","sst_mean_6_year_mean"
