"Response","ModelType","term","estimate","std.error","statistic","p.value","Adj_R2","Marginal_R2","Conditional_R2","LM_AIC","LMM_AIC","Delta_AIC","LM_BIC","LMM_BIC","Delta_BIC","Preferred"
"fori","LM","transi15LR",0.000686553757479811,0.00826387504464934,0.0830789131939184,0.93398186374559,0.123783650038998,NA,NA,-253.232556121786,NA,NA,-230.342903081356,NA,NA,"LM"
"feve","LM","(Intercept)",0.42165985106383,0.00926752377999851,45.4986532620365,5.99094380748933e-62,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","sedimnt",0.0272965779574744,0.0153431810353748,1.77906901408125,0.0787617130138336,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","NO_TK_AREA",-0.0170975925617474,0.0106559583905089,-1.60451007175253,0.112267953765246,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","grav_NC",0.000889092629292243,0.0188141271643239,0.0472566503631471,0.962418246181966,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","Median_Depth",0.013025031331528,0.0098217814234505,1.32613736449372,0.18830551872916,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","resid15LR",0.00314292116325421,0.016451559605158,0.191040924914427,0.848943821361949,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","resid15BRIF",-0.0212193523717778,0.0111070735809357,-1.91043592330197,0.0594094724057342,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"feve","LM","transi15LR",-0.0084264958778607,0.0124222981789879,-0.678336307537199,0.49937969618558,0.0773816134740988,NA,NA,-176.603852623162,NA,NA,-153.714199582732,NA,NA,"LM"
"fdis","LM","(Intercept)",0.441506034776596,0.0115753909277878,38.1417817791985,1.13764503094765e-55,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","sedimnt",0.0112418406067297,0.0191640531792962,0.586610802086212,0.559001818748773,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","NO_TK_AREA",0.0117770733478157,0.0133095837689235,0.88485662303835,0.378701260458147,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","grav_NC",-0.0177674837168951,0.0234993599220304,-0.756083730614225,0.451665108436493,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","Median_Depth",0.0111600863730881,0.0122676738989432,0.909714952078195,0.365515430979249,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","resid15LR",0.000890568432918949,0.0205484483581802,0.0433399358139088,0.965531026696565,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","resid15BRIF",-0.0208040359618156,0.013873038992413,-1.49960192378851,0.137379750528307,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
"fdis","LM","transi15LR",-0.0524398593420773,0.0155157905236423,-3.3797736094833,0.00109249722988178,0.142722192304075,NA,NA,-134.79920426047,-132.79920426047,2.00000000000006,-111.90955122004,-107.36625643777,4.54329478227007,"LM"
