"n_total","n_locations","FRic_mean","FRic_sd","FRic_median","FRic_min","FRic_max","FRic_cv","FEve_mean","FEve_sd","FEve_median","FEve_min","FEve_max","FEve_cv","FDiv_mean","FDiv_sd","FDiv_median","FDiv_min","FDiv_max","FDiv_cv","FDis_mean","FDis_sd","FDis_median","FDis_min","FDis_max","FDis_cv","RaoQ_mean","RaoQ_sd","RaoQ_median","RaoQ_min","RaoQ_max","RaoQ_cv"
125,5,5.539943142548e-12,2.63682242055751e-11,5.1e-14,1.53e-20,2.57e-10,4.75965610604579,0.676229302904,0.0567852939728056,0.675031084,0.509863216,0.836158999,0.0839734299134136,0.912141476568,0.0412575427376903,0.917512308,0.766591613,0.980957346,0.045231517037165,0.169289471536,0.0408021058352869,0.176239254,0.028708267,0.270805568,0.241019748393568,0.036917386648,0.0122656008579526,0.036723099,0.004724888,0.085199584,0.332244559315715
