"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"sedimnt",0.239967545056557,0.239967545056557,1,5.48785825677293,0.669762329273717,0.447202701990165
"NO_TK_AREA",0.26018078668373,0.26018078668373,1,17.8711654871672,0.726178574192158,0.405400258002849
"grav_NC",0.131615773374295,0.131615773374295,1,2.03269013177845,0.367346704836911,0.60521116785665
"Median_Depth",0.0879882099881397,0.0879882099881397,1,85.8645563863875,0.245579828123808,0.621470757536896
"resid15LR",3.76247650947991,3.76247650947991,1,8.52384466766326,10.5012743712196,0.0109028377826469
"resid15BRIF",0.618318871165528,0.618318871165528,1,4.30463199001606,1.72576123695442,0.25459689613859
"transi15LR",4.25183733012329,4.25183733012329,1,9.95327518894926,11.8671067508114,0.00632288757526656
