"","Neoglyphidodon carlsoni","Acanthurus triostegus","Ctenochaetus striatus","Chaetodon auriga","Chrysiptera taupou","Chaetodon baronessa","Chaetodon bennetti","Chaetodon citrinellus","Acanthurus mata","Acanthurus lineatus","Naso hexacanthus","Naso lituratus","Naso unicornis","Halichoeres hortulanus","Bodianus loxozonus","Cirrhilabrus punctatus","Aulostomus chinensis","Lutjanus biguttatus","Lutjanus bohar","Lutjanus monostigma","Gnathodentex aureolineatus","Lethrinus semicinctus","Lethrinus harak","Macolor macularis","Monotaxis grandoculis","Macolor niger","Pterocaesio trilineata","Carangoides orthogrammus","Plectorhinchus vittatus","Lutjanus fulvus","Lutjanus gibbus","Chaetodon ephippium","Stegastes albifasciatus","Stegastes fasciolatus","Stegastes nigricans","Amphiprion chrysopterus","Siganus punctatus","Siganus doliatus","Siganus uspi","Acanthurus thompsoni","Acanthurus nigrofuscus","Acanthurus leucocheilus","Acanthurus auranticavus","Acanthurus blochii","Plectropomus leopardus","Halichoeres prosopeion","Labropsis australis","Anampses caeruleopunctatus","Anampses meleagrides","Anampses neoguinaicus","Anampses twistii","Sargocentron caudimaculatum","Neoniphon sammara","Scarus globiceps","Scarus dimidiatus","Scarus spinus","Scarus schlegeli","Chlorurus bleekeri","Chromis atripes","Dascyllus aruanus","Dascyllus trimaculatus","Dascyllus reticulatus","Pterois volitans","Synodus variegatus","Chromis atripectoralis","Centropyge bicolor","Centropyge flavissima","Labroides dimidiatus","Amblyglyphidodon curacao","Chrysiptera rollandi","Bodianus mesothorax","Hipposcarus longiceps","Scarus altipinnis","Scarus forsteni","Scarus frenatus","Scarus niger","Scarus oviceps","Scarus psittacus","Scarus rubroviolaceus","Chaetodon kleinii","Chaetodon lineolatus","Chaetodon lunula","Chaetodon lunulatus","Chaetodon mertensii","Forcipiger flavissimus","Forcipiger longirostris","Heniochus acuminatus","Heniochus chrysostomus","Heniochus monoceros","Heniochus singularius","Heniochus varius","Cheilinus chlorourus","Cheilinus fasciatus","Cheilinus trilobatus","Epibulus insidiator","Coris aygula","Coris gaimard","Gomphosus varius","Halichoeres margaritaceus","Halichoeres trimaculatus","Hemigymnus fasciatus","Hemigymnus melapterus","Hologymnosus doliatus","Stethojulis bandanensis","Thalassoma amblycephalum","Thalassoma hardwicke","Thalassoma lunare","Thalassoma lutescens","Thalassoma quinquevittatum","Labroides bicolor","Centropyge heraldi","Chromis margaritifer","Chromis ternatensis","Chromis viridis","Chromis weberi","Chromis xanthura","Abudefduf sexfasciatus","Amblyglyphidodon aureus","Amblyglyphidodon leucogaster","Chrysiptera biocellata","Chrysiptera glauca","Chrysiptera brownriggii","Neopomacentrus violascens","Plectroglyphidodon dickii","Plectroglyphidodon johnstonianus","Pomacentrus brachialis","Pomacentrus coelestis","Pomacentrus moluccensis","Pomacentrus philippinus","Pomacentrus vaiuli","Priacanthus hamrur","Kyphosus cinerascens","Paracirrhites arcatus","Cantherhines dumerilii","Sufflamen chrysopterum","Scolopsis trilineata","Scolopsis bilineata","Ctenochaetus cyanocheilus","Zanclus cornutus","Zebrasoma scopas","Paracirrhites forsteri","Mulloidichthys flavolineatus","Mulloidichthys vanicolensis","Parupeneus barberinoides","Parupeneus barberinus","Parupeneus cyclostomus","Parupeneus multifasciatus","Ctenochaetus binotatus","Balistapus undulatus","Balistoides viridescens","Pseudobalistes flavimarginatus","Sufflamen bursa","Plagiotremus rhinorhynchos","Parupeneus crassilabris","Pomacentrus callainus","Pomacentrus spilotoceps","Amblyglyphidodon orbicularis","Thalassoma nigrofasciatum","Cephalopholis argus","Arothron nigropunctatus","Amphiprion barberi","Scarus tricolor","Cephalopholis urodeta","Pomacanthus imperator","Sargocentron spiniferum","Chaetodon oxycephalus","Chaetodon pelewensis","Chaetodon plebeius","Chaetodon rafflesii","Oxymonacanthus longirostris","Pseudanthias squamipinnis","Pygoplites diacanthus","Canthigaster solandri","Pomacentrus nigromarginatus","Stethojulis trilineata","Abudefduf vaigiensis","Chaetodon semeion","Coris dorsomacula","Amanses scopas","Arothron manilensis","Myripristis kuntee","Myripristis violacea","Epinephelus merra","Plectropomus laevis","Heniochus diphreutes","Chaetodon trifascialis","Chaetodon ulietensis","Chaetodon unimaculatus","Chaetodon vagabundus","Helcogramma striatum","Caesio caerulaurea","Caesio teres","Gymnocaesio gymnoptera","Pterocaesio tile","Cetoscarus ocellatus","Chlorurus spilurus","Oxycheilinus digrammus","Plagiotremus flavus","Thalassoma sp","Chaetodon sp","Oxycheilinus sp","Acanthurus sp","Pomacentrus maafu","Scarus sp","Stethojulis sp","Cephalopholis sp","Chromis sp","Pomacentrus sp","Ctenochaetus sp","Halichoeres sp","Siganus sp","Stegastes lacrymatus","Chlorurus sp","Neoglyphidodon sp","Plectroglyphidodon fasciolatus","Pterocaesio sp","Zebrasoma velifer","Plectropomus sp","Cirrhilabrus sp","Lethrinus sp","Naso sp","Cheilinus sp","Chrysiptera sp","Stegastes sp","Arothron sp","Lutjanus sp","Taeniamia kagoshimana","Pseudanthias sp"
"KAD_VURRO_Transect 3",0,0,219.748406740495,0,0,50.4682703708198,0,8.8676799935076,0,0,0,0,0,199.159579998477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5075182638554,0,0,0,0,0,0,196.471903915153,0,0,0,0,0,0,0,0,0,0,0,0,0,142.471457543979,0,0,0,0,169.475693471138,0,0,492.374797382013,54.2154555407922,0,0,0,259.267435473198,49.0350316163333,34.1011885085655,0,0,0,0,0,0,0,0,0,672.720756072121,0,0,0,0,0,0,0,0,0,0,0,0,0,189.896376307849,0,50.9178308314108,0,0,0,32.78041005461,0,0,0,0,0,5.08069222229645,188.083848609209,25.011785896992,0,0,6.45347412985603,0,0,0,0,155.273366290731,0,253.142570256695,0,0,0,0,1871.41686431325,0,0,0,0,0,9.70628896635566,79.9825811898752,119.036288645329,68.6442165697536,0,0,0,0,0,0,122.300279456544,0,0,106.912892090011,0,90.1753588687868,0,0,0,14.3340493171322,33.1368938916536,0,0,0,0,0,0,0,299.797395371894,0,13.504013280823,0,0,0,0,0,0,0,0,0,0,0,63.952481704302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.873816825364,39.553372640922,0,0,0,0,1819.0045090025,42.9649161906128,25.0613504362481,15.9442424982502,0,4.63699263945873,11.5101152121487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_VURRO_Transect 4",0,0,717.034992170434,0,0,59.6350699040591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1762624387139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8100604992037,66.0158523577584,6.59044294674304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0018392826662,0,0,0,0,0,0,0,2.42643259154375,0,0,0,0,0,0,5.47803790992269,0,0,0,0,0,10.216092110614,45.0761901712838,42.8195542776376,0,0,0,0,0,0,0,113.620355347127,0,0,102.99550147375,0,0,0,0,0,4.46556424675239,5.84099390368893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.499485922648,0,0,0,0,0,2420.18100123339,0,0,0,0,0,7.05521315094944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_VURRO_Transect 5",0,0,834.642584995447,49.1528578533488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.251166603798,0,0,0,0,0,0,0,0,0,0,0,79.5430943339799,0,196.471903915153,0,280.17066062746,0,0,0,0,0,0,0,0,0,0,0,0,748.983454752904,0,0,0,125.058636599216,0,14.6766672141098,0,0,0,0,0,0,0,1.1653574523517,0,0,0,0,0,0,0,0,0,345.487509868236,0,0,0,0,20.5164555577454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.693089758891,0,0,0,0,10.1880191371136,0,0,0,0,163.115469164535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744918468137369,52.5224291416939,54.801285124526,28.6973875624006,0,0,0,0,0,0,253.031271424902,0,0,0,0,0,0,0,0,0,25.4075022012306,0,0,0,0,0,0,0,41.7889258705493,0,21.8736988693499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.163823331796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793.82404777955,0,0,0,0,237.541269140656,3808.32888058544,5.05063260728973,115.69283728708,0,0,0,0,24.3716201454805,0,0,175.192642610905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_VURRO_Transect 6",0,0,746.024036129425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.1998786688687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.46472902217,0,0,326.682425183268,0,15.2167949947173,0,0,0,0,0,0,0,0,0,0,116.422851852059,0,0,14.8170010282839,0,0,0,19.2544479855863,0,0,0,0,0,0,0,0,0,0,0,0,0,608.673852263046,0,0,0,0,15.2937429654693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.716826804444,0,0,0,12.505892948496,104.777686461245,0,0,0,0,0,0,26.7328700515467,0,0,0,0,0,0,124.518014372515,0,0,0,0,0,6.45196350085791,83.2028554370928,122.898436244616,0,0,0,0,0,0,0,142.970162679611,0,221.198464707436,27.2711435242169,0,0,0,30.3049942807444,33.2371959309507,0,0,0,0,0,0,0,0,0,2.05597306225373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218.89614274507,0,0,0,2.73801140834433,0,1096.24670272593,1.74587045871012,0,0,0,0,14.1104263018989,48.743240290961,0,0,104.502667804147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_Back_Transect 1",58.2790428785733,0,648.805838563908,0,0,0,0,9.2404117705728,0,0,0,56.8146148236555,0,0,0,0,0,369.42136293933,697.409236270812,0,0,0,0,0,191.122180203168,0,0,0,0,0,0,0,0,0,0,0,0,164.822049998623,0,0,436.460377004043,0,0,164.305658231271,0,0,0,0,0,0,0,0,0,0,0,0,108.378271024223,0,0,0,0,0,0,0,0,0,0,12.3773587937011,0,0,0,0,0,0,0,3.60477794910701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.973800828622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6330418532998,0,4.43081656323851,0,0,0,0,0,13.4429298014154,0,53.1017326245274,0,75.6136348801754,0,0,1022.7941412807,0,0,18.4258306217002,0,34.0906553026482,0.929034572153416,4.42948416974696,198.492378580184,0,0,0,0,0,0,0,149.493577463128,0,440.667734697158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.845136440406,0,53.8160297338659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.785356444177,0,0,0,19.9097712355717,0,175.819227532531,0,0,0,0,0,164.927247956926,0,0,0,105.099015915208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_Back_Transect 2",35.4124930148996,0,53.7933716254688,0,0,0,0,0,0,0,0,1043.21969213311,0,0,0,0,0,0,6543.08883269739,163.755237343062,0,0,0,0,1084.13973099587,0,738.578889653997,0,0,0,0,213.654593423106,0,0,0,0,0,712.744091460568,253.303960153878,0,159.249257208134,0,0,0,0,0,4.83243811814047,0,0,0,0,0,0,0,0,0,488.907183492581,142.92039853496,0,0,0,0,0,0,0,0,0,0,0,1.26325953321089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4118030831867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7739526336493,111.518602032572,78.9539441714134,106.203465249055,0,0,0,0,306.246631362052,0,0,0,0,57.7431127876829,0,0,190.251273064424,0,0,0,0,0,0,0,18.1430858478513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.9236133687727,5.72765814448348,23.9225522447492,0,0,0,0,0,0,0,0,0,0,0,0,67.3766303436458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.635645387395,0,0,0,0,0,0,5.82632374543956,0,0,99.8878506187084,0,138.202663186802,0,0,0,727.962852228545,0,0,0,0,0,0,0,0,1690.07205481058,0,0,0,0,0,0,0
"KUA_Back_Transect 3",179.163942781253,0,367.630787001735,0,0,83.2841707361342,0,16.7534504364733,0,666.172647104373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.135416954776,0,0,714.876862423946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0398822109297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4118030831867,0,0,150.814334178713,0,0,22.8129316897123,0,29.6515920785556,0,382.576370945273,0,0,0,0,0,0,0,441.108374974986,110.211770575559,0,0,0,0,0,0,0,0,0,0,9.79642820639792,13.2255569576153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3095052130457,0,15.8583590514711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8337903823588,363.256827210784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.440320935297,0,0,0,0,0,117.212818355021,0,0,0,0,0,28.6908255145004,0,0,0,19.9297009863615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_Back_Transect 4",196.884452713273,0,316.327808790803,0,0,45.7564095549374,0,33.3463729981146,0,615.614853448413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.827296711553,0,0,0,0,0,0,0,145.330829979305,968.715275028154,0,0,1526.08770624484,0,0,0,0,0,0,0,0,0,0,0,0,543.604122686003,162.693152303703,0,0,35.8492003895494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8176863810172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.435239669449,0,0,0,0,0,0,0,0,0,212.40693049811,0,0,0,0,0,0,0,19.9989771722077,0,65.5650148623904,7.05780688112568,0,13.1642259316024,10.0229877871421,0,0,0,0,0,0,0,0,90.6130738538024,0,0,0,0,0,0,0,0,15.8583590514711,0,0,0,0,0,0,9.10297499909734,11.455316288967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8565504548452,0,93.1055757947239,0,0,0,0,0,0,1077.5836491577,0,0,0,0,0,175.819227532531,0,72.6565888453382,0,0,0,207.303994780203,0,0,0,80.2061215777003,0,0,0,0,347.257211793622,0,0,0,0,0,0,0,0,0,0,0
"KUA_GOAT_Transect 1",363.783162910813,0,0,0,0,0,0,18.7422967991726,0,0,0,0,0,0,0,0,0,81.7978939365358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.075507429453,0,0,0,0,0,56.9311707196692,0,0,0,531.555134419783,0,0,0,0,0,0,0,0,0,378.669923117634,0,135.479348667599,0,0,0,59.8416295931438,0,0,0,0,0,0,10.740616310382,42.6246224023222,0,79.9535529938499,0,0,0,0,0,0,0,0,0,45.9013501423479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.261956567509,410.499437639971,5797.94906108025,0,384.142663573709,0,0,0,49.3973595577812,0,0,0,0,28.7039990882061,2.84723526017828,42.4975156441542,32.2203340743399,0,0,0,0,0,0,0,61.2146203479222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.186749071794,0,16.341431462745,0,0,0,0,0,0,0,0,25.1798703834045,0,33.302841034108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0903432199992,0,0,0,0,25.4234953682026,0,0,0,0,346.900436315075,0,0,0,0,1.03588134311806,0,0,28.2373413042725,17.8168577906027,0,0,0,112.309267835035,80.2337565681548,0,0,0,103.261722763671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_GOAT_Transect 2",23.6387391733741,0,36.587286116886,0,0,25.7837734722868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.304554188597,0,0,100.105155196976,0,0,32.4148868569324,0,0,0,0,0,5.43130914145688,0,0,0,0,0,0,0,0,0,17.4122946197533,0,0,0,0,0,0,0,0,0,0,12.9468759912352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1023623389403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8224534878472,61.7622425099665,0,0,0,0,0,1091.85544047431,213.862222171662,0,0,174.762888763449,0,0,0,132.984177284579,0,0,0,0,15.4675010526204,6.27831405392341,26.9628754824855,69.0447010826039,0,0,0,0,0,0,0,135.288450117629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.745128924241,0,0,0,0,0,0,0,0,0,0,0,0,14.4365869081216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4376612683524,0,0,0,0,0,0,0,0,1.1872003451965,0,19.9097712355717,0,28.2373413042725,16.184584169553,552.166785522858,0,0,120.47938946095,586.853599412053,23.0545129036551,0,0,80.3656720986257,857.837669272693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_GOAT_Transect 3",114.922396160072,0,116.177265035965,0,0,0,0,28.7025563731037,0,235.185796361553,0,0,0,0,0,0,0,689.119712758578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60676981835906,0,157.053071336518,0,0,0,0,0,205.197734908026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8075971199396,0,0,0,0,0,0,3.27009691800321,83.9969452230846,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7382733573436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6194522480458,0,0,0,0,17.9521940910434,3.30351867105705,0,23.3467090615727,180.573145100968,0,0,0,0,0,246.367176513248,353.492467142391,39.2658179420505,0,567.870685932815,0,0,0,18.3259053236033,0,0,0,0,231.043466536656,1.12558467801006,0,0,0,0,0,0,0,0,0,40.0674322836315,0,0,29.5645383912133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4782700953627,0,102.846876485872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.862585801871,0,0,152.2438721833,0,0,0,0,0,0,22.5741643302534,0,0,31.0892033370994,0,0,58.4639614520502,2.40630574688165,80.2410871033824,0,0,216.589445947368,472.972277817605,0,0,0,0,0,0,0,105.064624527719,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_GOAT_Transect 4",245.694266210831,0,192.366529053119,0,0,29.1954483692084,0,53.2749170898954,0,0,0,0,0,0,0,0,0,269.35393316677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.398047389451,0,0,0,0,0,259.274263384044,0,0,0,0,0,0,0,12.7015339097309,0,0,0,0,0,0,0,634.041922949898,284.829585981275,0,0,0,0,0,0,0,0,14.7577211024633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0844850851698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7712467237588,0,0,0,111.786894620382,0,0,0.838254502671199,84.0072787831316,141.978715751683,0,0,0,0,0,312.540118992579,1185.98115906023,0,0,475.510609129713,0,0,0,0,0,0,0,0,525.393945677608,3.2693381470625,0,20.5563674770367,0,0,0,0,0,0,0,80.134864567263,0,0,0,0,0,0,0,0,5.74466573252873,0,0,0,0,0,0,0,0,63.1217973950837,4.96016755124699,5.18352096976198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42098263530918,0,0,0,0,0,0,0,0,0,0,58.6795374954361,0,0,0,0,0,0,0,0,0,90.0724838403987,48.0585633992387,0,0,0,0,548.215014399116,4.4634605459383,404.912320558295,7.97212124912512,0,0,332.358680871773,23.0545129036551,0,0,110.73469226934,945.450868497537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_MPA_Transect 1",0,0,314.070611856669,28.9905690771783,0,0,0,11.8592785476097,0,0,0,511.993340927047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.860888172213,0,0,0,45.8534888020212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033.63026940445,0,0,0,0,0,0,0,0,0,0,69.853622290892,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9999069992043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.696605191157,0,0,0,0,0,0,0,0,0,0,0,617.895231777511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8178520788987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3632976445824,0,0,0,0,0,0,0,0,0,111.775275948338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.656739983347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.579534320044,37.1915416027222,0,6.90978136792062,0,0,774.74698489643,13.6184854033968,0,0,0,0,34.7110969787898,0,0,0,15.0011548854239,189.228620771193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_MPA_Transect 2",0,0,292.114587883685,0,0,11.6054726426313,0,0,0,0,0,0,0,42.9804897816628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.944149617467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.387948779099,2152.12067656472,0,12.2823214803954,0,0.83839537068935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.681584087995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45000121127589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51940715755327,25.4472664895174,0,0,0,0,0,0,0,43.7440899467033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7124115757693,0,6.72949598032948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.54905826694,0,0,0,0,0,308.490532765841,37.7180554234161,0,0,0,0,69.4221939575796,0,0,0,48.3684509420082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_MPA_Transect 3",0,0,142.401003938219,0,0,44.4721753291533,0,70.9459847194964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.855925697686,0,31.7393948855287,93.8662027176425,0,0,138.800919805056,0,0,0,0,2.63857342525749,0,0,0,0,0,0,0,2254.8640662648,0,0,0,782.517850986179,0,20.2536891795851,0,0,0,0,0,0,0,2.11429659238606,0,0,0,253.633773766258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92328603568222,0,0,21.3551386368207,0,0,0,0,0,0,300.552993713709,0,0,0,0,0,0,0,0,0,0,0,0,1.17609142143184,6.47590319817457,8.12946514286772,0,0,0,0,0,0,0,0,0,0,20.0771368417732,0,83.3373811204014,0,0,0,0,0,388.039320087021,0,0,0,0,0,0,53.1859436318483,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4800656140459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.86863599471,0,0.592491709727478,0,0,0,442.765683543221,28.2954184883323,0,0,0,0,0,0,0,0,0,406.418099584298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_MPA_Transect 4",0,0,656.911728405613,0,0,27.9842259919497,0,8.65936451536864,0,0,0,456.710931254127,0,93.773109785764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.201848875672,0,127.572538673319,774.880325393385,0,0,65.3180909937511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0359518008406,290.808085523283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.9505549588981,0,0,0,0,0,0,0,0,0,0,0,0,33.1939906712973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.418725745836,0,0,0,0,0,0,0,0,0,0,0,0,2.11580162576026,0,0,0,0,0,0,0,0,0,59.1502569773737,0,16.4775478788359,66.6111567922423,0,0,0,0,0,0,0,0,9.17033771420606,0,0,0,0,0,3.82327651131734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3323.88924350568,0,0,0,0,0,588.308766485861,31.6690183668381,77.8621183508207,0,0,0,0,24.3716201454805,0,0,51.1504066684923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_MPA_Transect 5",20.7492879397426,0,99.2785351836631,0,0,52.6546586989484,0,4.11573817881327,0,0,0,450.216022942062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.240716564609,0,0,949.416513814206,0,0,386.071403482054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.083994453631,0,0,0,0,0,0,0,0,0,0,126.30909342228,0,0,0,0,0,0,210.899856783117,0,0,0,0,258.210619093338,0,38.6606403751719,0,0,0,0,0,0,0,0,0,0,0,0,116.897764961775,0,0,0,0,0,21.393210382314,0,0,0,30.2800182713163,0,0,0,0,0,0,0,295.754554966007,0,0,0,0,0,0,0,0,0,0,0,0,3.64231260974158,0,7.78826876009013,0,0,0,0,0,0,0,0,0,0,131.48630387178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4046283727118,0,0,0,0,0,0,0,0,0,0,0,0,0,16.921285829384,135.301971839602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.184514403925,0,0,7.73825743246515,19.9097712355717,0,31.4370578090604,44.8990651668641,155.724236701641,0,0,0,277.688775830318,4.64240271602481,0,0,99.5103716990508,0,0,0,0,13.4946591319938,0,0,0,18.8359652395451,0,0,0,0,0,0,0
