"","Neoglyphidodon carlsoni","Acanthurus triostegus","Ctenochaetus striatus","Chaetodon auriga","Chrysiptera taupou","Chaetodon baronessa","Chaetodon bennetti","Chaetodon citrinellus","Acanthurus mata","Acanthurus lineatus","Naso hexacanthus","Naso lituratus","Naso unicornis","Halichoeres hortulanus","Bodianus loxozonus","Cirrhilabrus punctatus","Aulostomus chinensis","Lutjanus biguttatus","Lutjanus bohar","Lutjanus monostigma","Gnathodentex aureolineatus","Lethrinus semicinctus","Lethrinus harak","Macolor macularis","Monotaxis grandoculis","Macolor niger","Pterocaesio trilineata","Carangoides orthogrammus","Plectorhinchus vittatus","Lutjanus fulvus","Lutjanus gibbus","Chaetodon ephippium","Stegastes albifasciatus","Stegastes fasciolatus","Stegastes nigricans","Amphiprion chrysopterus","Siganus punctatus","Siganus doliatus","Siganus uspi","Acanthurus thompsoni","Acanthurus nigrofuscus","Acanthurus leucocheilus","Acanthurus auranticavus","Acanthurus blochii","Plectropomus leopardus","Halichoeres prosopeion","Labropsis australis","Anampses caeruleopunctatus","Anampses meleagrides","Anampses neoguinaicus","Anampses twistii","Sargocentron caudimaculatum","Neoniphon sammara","Scarus globiceps","Scarus dimidiatus","Scarus spinus","Scarus schlegeli","Chlorurus bleekeri","Chromis atripes","Dascyllus aruanus","Dascyllus trimaculatus","Dascyllus reticulatus","Pterois volitans","Synodus variegatus","Chromis atripectoralis","Centropyge bicolor","Centropyge flavissima","Labroides dimidiatus","Amblyglyphidodon curacao","Chrysiptera rollandi","Bodianus mesothorax","Hipposcarus longiceps","Scarus altipinnis","Scarus forsteni","Scarus frenatus","Scarus niger","Scarus oviceps","Scarus psittacus","Scarus rubroviolaceus","Chaetodon kleinii","Chaetodon lineolatus","Chaetodon lunula","Chaetodon lunulatus","Chaetodon mertensii","Forcipiger flavissimus","Forcipiger longirostris","Heniochus acuminatus","Heniochus chrysostomus","Heniochus monoceros","Heniochus singularius","Heniochus varius","Cheilinus chlorourus","Cheilinus fasciatus","Cheilinus trilobatus","Epibulus insidiator","Coris aygula","Coris gaimard","Gomphosus varius","Halichoeres margaritaceus","Halichoeres trimaculatus","Hemigymnus fasciatus","Hemigymnus melapterus","Hologymnosus doliatus","Stethojulis bandanensis","Thalassoma amblycephalum","Thalassoma hardwicke","Thalassoma lunare","Thalassoma lutescens","Thalassoma quinquevittatum","Labroides bicolor","Centropyge heraldi","Chromis margaritifer","Chromis ternatensis","Chromis viridis","Chromis weberi","Chromis xanthura","Abudefduf sexfasciatus","Amblyglyphidodon aureus","Amblyglyphidodon leucogaster","Chrysiptera biocellata","Chrysiptera glauca","Chrysiptera brownriggii","Neopomacentrus violascens","Plectroglyphidodon dickii","Plectroglyphidodon johnstonianus","Pomacentrus brachialis","Pomacentrus coelestis","Pomacentrus moluccensis","Pomacentrus philippinus","Pomacentrus vaiuli","Priacanthus hamrur","Kyphosus cinerascens","Paracirrhites arcatus","Cantherhines dumerilii","Sufflamen chrysopterum","Scolopsis trilineata","Scolopsis bilineata","Ctenochaetus cyanocheilus","Zanclus cornutus","Zebrasoma scopas","Paracirrhites forsteri","Mulloidichthys flavolineatus","Mulloidichthys vanicolensis","Parupeneus barberinoides","Parupeneus barberinus","Parupeneus cyclostomus","Parupeneus multifasciatus","Ctenochaetus binotatus","Balistapus undulatus","Balistoides viridescens","Pseudobalistes flavimarginatus","Sufflamen bursa","Plagiotremus rhinorhynchos","Parupeneus crassilabris","Pomacentrus callainus","Pomacentrus spilotoceps","Amblyglyphidodon orbicularis","Thalassoma nigrofasciatum","Cephalopholis argus","Arothron nigropunctatus","Amphiprion barberi","Scarus tricolor","Cephalopholis urodeta","Pomacanthus imperator","Sargocentron spiniferum","Chaetodon oxycephalus","Chaetodon pelewensis","Chaetodon plebeius","Chaetodon rafflesii","Oxymonacanthus longirostris","Pseudanthias squamipinnis","Pygoplites diacanthus","Canthigaster solandri","Pomacentrus nigromarginatus","Stethojulis trilineata","Abudefduf vaigiensis","Chaetodon semeion","Coris dorsomacula","Amanses scopas","Arothron manilensis","Myripristis kuntee","Myripristis violacea","Epinephelus merra","Plectropomus laevis","Heniochus diphreutes","Chaetodon trifascialis","Chaetodon ulietensis","Chaetodon unimaculatus","Chaetodon vagabundus","Helcogramma striatum","Caesio caerulaurea","Caesio teres","Gymnocaesio gymnoptera","Pterocaesio tile","Cetoscarus ocellatus","Chlorurus spilurus","Oxycheilinus digrammus","Plagiotremus flavus","Thalassoma sp","Chaetodon sp","Oxycheilinus sp","Acanthurus sp","Pomacentrus maafu","Scarus sp","Stethojulis sp","Cephalopholis sp","Chromis sp","Pomacentrus sp","Ctenochaetus sp","Halichoeres sp","Siganus sp","Stegastes lacrymatus","Chlorurus sp","Neoglyphidodon sp","Plectroglyphidodon fasciolatus","Pterocaesio sp","Zebrasoma velifer","Plectropomus sp","Cirrhilabrus sp","Lethrinus sp","Naso sp","Cheilinus sp","Chrysiptera sp","Stegastes sp","Arothron sp","Lutjanus sp","Taeniamia kagoshimana","Pseudanthias sp"
"KAD_FIGO_Transect 6",0,0,3798.63197188827,0,0,0,0,17.8379045379043,0,1811.15106790945,0,0,0,0,0,0,0,5.13693263717386,0,0,0,0,0,0,132.050517130209,0,0,0,0,0,0,0,0,0,10.9192706217125,0,0,0,0,50.5842537462432,819.608070062241,0,0,0,0,0,0,0,0,0,0,34.4026494276899,0,0,0,0,0,0,0,0,8.8560691814175,0,0,0,0,0,0,5.05555970178641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.663069427146,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3602096877994,0,18.7763542100939,0,0,0,56.8477119909258,293.616937790722,287.189691571901,0,30.5565591932115,53.9535252580011,0,43.3483588549189,0,0,0,0,0,3.81486772283909,0,0,0,0,16.6687514937362,0,0,0,0,0,0,0,0,0,79.9690818714159,63.4132402053406,0,0,0,0,0,0,0,43.3035951833825,0,0,0,0,0,0,0,0,0,7.11904284681632,0,0,0,0,0,0,0,0,0,26.0474823735495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3293570394474,133.880846272904,0,47.9360961179907,0,0,0,0,0,0,432.257910292199,0,0,11.8777747344262,0,0,75.6852687479877,0,0,29.5743759660935,0,10.5107235463916,0,3.5617824566424,0,0,110.799705490856,115.024617795398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_LUPE_Transect 1",0,0,0,0,0,65.4749076181047,0,0,0,0,0,0,0,0,574.45409976918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.325272961446,0,0,13.166222991799,0,0,0,0,0,0,0,856.401418931844,0,361.578876784044,0,0,12.990538309674,0,26.6827643865305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2351423061296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2406711345183,0,0,0,0,9.22736243144188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6208571672643,0,0,0,0,0,0,0,0,163.754281447945,0,57.4173058559676,90.7440258588664,0,8203.70259595034,0,29.4001286010352,210.650331282393,0,0,0,111.684220067995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88983088965916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915.03630264651,0,0.462827841919538,0,19.9097712355717,0,1255.71523081707,6.0923595882811,35.8633719494496,15.4600938400811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_LUPE_Transect 2",0,0,125.670101563197,0,0,55.114365886054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9752675062281,0,0,0,0,0,0,0,0,0,0,0,0,81.1473584918582,0,0,0,0,315.312241259398,619.353236154967,0,0,0,0,0,0,0,0,0,0,375.565256290344,0,1773.50347470621,350.015309740528,0,58.4574223935328,0,8.1847652640805,0,0,0,115.569977875977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0844850851698,60.1600457739758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.723564889786,0,0,128.10175272072,0,0,0,0,0,0,0,0,0,0,0,0,1.30307194082606,0,0,13.6904869448155,0,0,0,0,0,0,205.173840773093,0,0,97.276964079306,0,1520.58191263661,0,29.4001286010352,78.6635192464704,0,185.932840855744,0,111.684220067995,0,0,0,0,31.5052966515703,0,0,10.6279880263965,0,0,0,0,0,0,0,0,22.182019773784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.02473688391,0,0,165.54131565595,0,0,222.380375484429,0,35.8633719494496,0,14.7715668864234,4.63699263945873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_LUPE_Transect 3",0,0,406.272494546793,0,0,76.5140235843754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.996757366342,248.188988693853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.777357146421,65.3153141949566,0,8.67393367311792,0,23.9622915356227,0,0,0,229.72850021276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0844850851698,133.849443918852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.050896311784,0,9.22736243144188,19.5269618278125,0,0,0,0,0,0,0,0,0,0,0,0,1.30307194082606,11.2963112279557,0,11.6924093717805,0,0,0,0,0,0,89.8698728886834,0,0,224.140265714731,0,1899.03167099929,0,0,0,0,65.1078482146398,0,0,0,0,0,0,0,0,0,87.4852179026392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.216625051678,0,0,165.54131565595,0,0,32.4862167193113,222.744159104515,0,15.4600938400811,0,0,21.1656394528483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_LUPE_Transect 4",0,0,25.4413164497034,0,0,20.147477780391,0,10.8840277329697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0572429287509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.882975424715,0,0,175.640487857387,0,0,0,0,0,0,0,0,0,0,291.565068416558,0,286.815879081046,0,0,32.8454839190449,0,0,0,0,0,129.06309939173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6053619063068,0,0,0,0,0,0,0,29.8171912785639,0,0,0,0,0,0,0,0,0,0,0,87.0868783994215,0,0,32.882028925266,0,0,0,50.3617824448928,0,0,49.4441839410629,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81042858363213,0,0,0,0,0,0,0,0,193.138038042008,0,0,222.747636984527,0,7467.50199913563,31.3790152685725,0,0,0,30.0699272960026,0,0,0,0,0,0,0,0,0,197.748216777139,0,0,0,0,0,0,0,0,0,7.88983088965916,0,0,0,0,158.038085623304,0,0,0,0,0,0,0,0,400.433777076554,0,0,0,0,0,59.856620764863,0,0,0,0,0,0,0,0,279.210504318748,0,0,0,0,0,64.9724334386226,12.0713046557171,0,15.4600938400811,0,0,14.1104263018989,24.3716201454805,11.582913172075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_LUPE_Transect 5",0,0,121.721012853355,0,0,20.147477780391,0,0,0,0,0,0,0,24.5207507617124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4160606170177,0,0,0,0,0,183.407231418064,0,0,2586.32378281074,0,0,0,0,0,0,0,0,0,0,291.565068416558,0,0,0,0,19.4858074645109,0,4.09238263204025,0,0,0,0,14.7577211024633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0800228869879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3114100926577,0,0,0,0,0,0,0,32.2406711345183,0,0,0,0,147.847752120817,271.26811505922,0,0,0,0,0,0,0,0,0,0,0,10.518463763573,2.60614388165212,22.2572899112374,0,0,0,0,0,0,0,90.4008618375724,170.097590097565,0,0,124.914126768064,0,773.322877179979,0,0,56.4225753073783,0,0,0,0,0,0,0,0,0,11.3424234310011,0,0,0,0,0,0,0,0,0,0,0,0,16.9079250318854,0,0,0,0,0,0,0,0,0,0,0,132.439711512442,0,0,0,0,0,0,0,0,34.5595282109639,0,0,0,0,0,0,275.265385589289,0,3.52977566074179,165.54131565595,0,0,162.431083596557,0,71.7267438988992,0,14.7715668864234,0,0,0,0,16.4943764862544,33.495411747636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_MaiDive_Transect 2",0,0,0,0,0,0,0,0,0,0,0,0,0,189.957820251403,0,0,0,0,0,0,0,0,0,0,0,111.731984866102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.331732154539,0,1587.0802887164,0,0,0,0,158.588244916534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.810936562196,0,0,0,0,0,0,0,0,0,9.6377857517232,12.9036032283057,0,0,0,0,0,0,0,53.2776618708893,0,118.353780199358,75.8148588588227,0,0,0,0,0,281.168350598189,29.8267859159986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288.05174896675,0,0,0,0,0,56.0176188861045,0,0,0,0,0,7.05521315094944,10.8893152594305,0,0,0,1458.08440981341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_MaiDive_Transect 3",0,0,163.464467119018,0,5.74914617770912,40.5955259101722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.30909907658,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.54940260772,0,3189.19625186828,0,0,0,0,28.2673453405534,0,0,0,0,0,1.92701582526422,0,0,0,0,0,0,0,0,0,537.11308583136,0,0,0,0,0,0,102.04904525934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4830221388309,0,0,0,0,0,10.0227651059479,28.0668542252534,0,0,0,0,0,0,0,0,0,0,0,0,3.12451831497819,22.0689479500992,29.4318039035606,0,0,0,0,0,0,0,0,0,0,154.571563778813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.456404224543,0,0,0,0,0,0,0,0,0,0,22.182019773784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7583.86554672459,0,0,0,0,0,659.343411440348,8.30233109526258,465.786330984738,0,0,0,0,0,0,0,20.9599743030566,652.256702586027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_MaiDive_Transect 4",0,0,254.025723543319,0,0,5.9429443217022,0,0,0,0,0,0,0,658.833354661603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.007983365972,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.4997120081,0,5993.2121978809,0,0,6.33336042182034,0,101.515033297062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8213919675842,30.0800228869879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5843793802398,0,0,0,0,0,0,14.0334271126267,0,0,0,0,0,0,0,0,0,0,0,0,17.2460871579821,98.2831120282215,24.4974646553232,0,0,0,0,0,0,0,0,0,0,186.877819912833,0,0,0,0,0,0,0,0,172.428851055149,0,0,0,0,0,16.9187735667466,0,14.6372448934944,0,0,0,0,0,0,0,0,0,0,0,32.3920790434078,0,0,420.932509696943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3197.54992149467,0,0,0,0,0,205.729071313551,0,534.604811168192,0,0,0,7.05521315094944,32.6679457782915,0,0,88.2981861848904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_MaiDive_Transect 5",0,0,88.1770238920124,0,0,0,0,0,0,0,0,0,0,77.74876938787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340.46256870768,0,223.699125816308,0,0,0,0,0,0,0,0,0,0,7.23539590232524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8957867938809,0,0,0,0,64.1760917715758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3047793790861,0,0,0,0,0,0,0,0,0,53.2776618708893,0,0,0,0,0,0,0,0,104.632718220454,0,0,0,0,0,0,0,0,7.89846718995486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.224202417794,0,0,0,65.1531213872984,0,168.546371713258,16.6046621905252,410.240436434413,0,0,0,0,10.8893152594305,0,0,0,390.483728352056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_MaiDive_Transect 6",0,0,0,0,0,55.086826875092,0,0,0,0,0,0,0,86.5388163751597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404.48783522455,0,968.741215712847,0,0,0,0,137.306877226445,0,0,0,0,18.2027438682068,0,0,0,0,0,0,0,0,0,0,264.028772757481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6228201853154,0,0,0,0,6.35239794284032,122.559171083354,0,0,0,0,128.352183543152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0512388075848,27.4691510765066,0,0,0,0,0,0,0,0,0,0,0,48.968831692741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4940350879787,0,0,79.1047632905739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5392477788602,0,0,0,0,0,0,4496.67614620718,0,0,0,0,0,565.87269623337,4.15116554763129,72.1752837544886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_ROB_Transect 1",0,0,352.174087287011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.148678704612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2507200641267,0,0,0,0,0,0,0,0,0,0,194.824466362756,0,97.9890622520857,0,4.02471493018191,0,0,0,0,52.5973097886999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7347495290182,0,0,0,0,0,0,0,0,0,0,0,0,0,110.91026780798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2497646338994,81.983524455869,0,139.544057139197,0,0,0,0,0,0,0,0,0,0,0,6.11026950729369,0,0,0,0,0,0,0,0,42.5108325726516,0,219.248103465436,324.86602023331,0,1689.75860595515,0,0,119.741852564149,0,0,0,0,0,0,0,0,0,0,0,129.776945249937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672.486170063714,0,0.956344312328413,0,0,0,423.182263240228,25.4899837578898,413.560114394048,119.899801847643,0,0,2.24958552871089,0,0,0,33.9998368683534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_ROB_Transect 2",0,0,121.372762282023,0,0,74.3234756881523,0,0,0,0,0,0,0,32.476806916045,0,0,0,0,0,0,0,0,0,0,477.445770158827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2891786945456,249.344290899972,69.3769167397365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8263874487685,63.94814127483,0,0,0,0,0,0,0,0,1019.85734353539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0563841552148,0,0,163.967048911738,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79808123233526,0,0,0,0,0,0,0,0,119.434784205711,0,0,32.9467979995721,0,1445.93294137257,0,113.525514790732,152.804538748597,0,0,0,330.596331446857,0,0,0,0,0,0,0,84.3255642806508,0,0,0,73.1672948972725,0,0,0,0,0,0,0,0,0,0,129.688357936003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6785147894622,0,0,0,320.273281222184,0,0,0,161.130580843665,0,0,18.8835361455441,0,0,105.795565810057,13.4034277939528,556.128957544219,119.899801847643,0,0,0,24.3716201454805,0,0,43.3662992573606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_ROB_Transect 3",29.1534953168026,0,242.226749906387,0,0,37.3383141792622,0,0,0,0,0,0,0,30.7669651091334,0,0,0,0,0,0,0,0,0,0,360.238529926752,0,0,0,0,0,0,0,0,0,75.8406160332265,0,35.6190079291131,81.1473584918582,0,0,0,0,0,0,0,0,5.50682887465484,0,0,0,0,0,0,0,168.57379437131,0,380.595960394597,0,0,0,34.8466962670931,10.2584420048111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.652774897537,0,19.6351562648719,0,0,0,0,0,0,0,0,0,0,0,0,110.91026780798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.921568069342,97.1269005479885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2517809951544,0,0,0,0,0,0,0,34.4370010670783,0,65.1942799158943,395.888011174956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.436705305426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053.89938070726,0,0,18.8835361455441,0,0,105.9991900584,13.4034277939528,273.892554199611,119.899801847643,0,0,4.49917105742178,0,0,0,52.1831230860892,239.197356706467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_ROB_Transect 4",0,0,129.426688181397,0,0,47.938426409652,0,0,0,0,0,0,0,0,0,0,0,0,0,460.369612306381,0,0,0,0,65.237013669521,0,0,0,0,0,0,0,0,0,51.6928857508092,0,749.816158768748,0,0,0,241.963553343122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.167217277722,0,0,19.7560627154549,0,16.0988597207276,0,0,0,0,15.8682313888815,0,0,0,0,0,0,0,0,0,0,326.079068435629,0,0,0,0,0,0,36.7139552888732,0,0,0,0,0,0,0,0,0,0,0,0,110.91026780798,0,0,0,0,0,0,0,0,0,9.8789099023201,0,0,95.0563841552148,0,0,393.434966921103,0,0,0,0,0,0,41.0130532045938,0,0,0,0,0,0,3.89904061616763,0,0,0,0,0,0,0,0,0,0,0,43.8371333861038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.088681460927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.688357936003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.493870277623,29.0426809948039,0,0,0,0,0,1.99387850160295,36.8756081233718,0,0,0,0,48.743240290961,0,0,0,79.7324522354891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_ROB_Transect 5",0,0,270.74698645036,0,0,95.7487287264739,0,0,0,0,0,0,0,0,0,0,0,0,0,767.135773229625,0,0,0,0,10862.5559537709,0,0,0,0,0,0,0,0,0,213.097372815868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.580649885655,0,489.307603109533,0,0,7.44317056151155,0,1.40356243242766,0,0,0,0,28.6088693636492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8263874487685,97.8743551020592,0,0,0,0,0,0,0,0,474.157443246924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2504559738011,0,47.5281920776074,0,84.6481684787806,116.941102001436,0,0,0,0,0,0,0,0,0,0,12.3984541244253,0,1.30307194082606,27.8668254614054,0,0,0,0,0,0,0,0,0,0,0,257.350319834559,0,126.82511809958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2701939331537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.731834278095,150.164134085739,0.956344312328413,0,0,0,2003.37239107298,32.3052761838722,68.4731385499027,119.899801847643,0,0,4.49917105742178,0,0,0,16.9999184341767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_VURRO_Transect 1",0,0,0,0,0,37.5240181397115,0,0,0,0,0,0,0,35.8269268770193,0,0,0,0,0,0,0,0,0,0,135.102167822484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.957642392169,0,8.46799914138407,99.4929459435302,87.4573876473399,0,0,0,205.244527372934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.6656052833814,0,0,0,0,0,0,0,0,1290.50523517387,0,119.867647220512,0,0,0,0,0,0,0,0,0,23.4615229535671,200.449166952916,0,0,0,0,0,159.584544244292,0,0,0,0,51.7230303742685,0,0,0,0,0,31.0768309236736,0,0,0,0,0,0,0,0,5.44547062466134,0,302.709061343979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.96678055559,0,13.1590236709859,0,0,0,0,0,0,0,0,40.8243338869071,0,0,0,0,0,0,0,0,0,0,0,0,578.666973162506,37.4427058053998,0,0,0,0,268.635261022612,35.4800670053898,82.9782334870746,0,0,9.27398527891746,84.0311986858052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAD_VURRO_Transect 2",0,0,0,0,0,0,0,8.8676799935076,0,0,0,0,0,0,0,31.7360133723319,0,0,0,0,0,0,0,0,387.97198585219,0,0,0,0,0,0,0,0,0,0,0,79.5430943339799,0,0,0,0,0,0,0,531.555134419783,0,0,0,0,0,73.6711849197944,0,0,0,0,0,379.43406382036,0,0,18.0660922851614,0,79.8791382306619,0,0,0,719.547933441046,0,0,0,0,0,0,0,0,0,0,0,977.82670699623,0,16.0044348072195,0,0,11.0391260203989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2993261407427,0,0,26.1519240418087,0,0,0,0,6.1434002775334,0,0,0,802.778383164387,0,0,0,0,0,0,0,0,0,107.16250510453,0,0,11.5836418421786,0,0,0,0,0,0,0,38.3261561665508,0,0,101.324301214586,0,0,0,0,52.7297414263951,31.364288928386,167.961466128548,0,46.2735589281446,0,0,0,0,0,44.7928510164456,0,217.786042838407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1590236709859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584.96701004165,96.3494922433852,778.447869855155,0,0,0,0,0,1131.34396338815,11.617132947764,37.2735038890477,0,0,0,79.979488968456,0,0,0,0,0,0,0,0,0,0,15.2085651802975,0,0,0,0,0,0,0,0,0
